,תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %
2284,03.09.2012,997.95,993.8,998.33,993.69,-,0.42%
2285,02.09.2012,993.76,995.52,999.4,993.21,-,-0.58%
2286,30.08.2012,999.59,995.54,1000.96,993.9,-,0.38%
2287,29.08.2012,995.81,987.29,997.86,985.21,-,1.05%
2288,28.08.2012,985.48,988.63,989.33,984.03,-,-0.50%
2289,27.08.2012,990.44,987.77,992.97,987.44,-,0.35%
2290,26.08.2012,986.99,991.04,992.09,986.19,-,0.25%
2291,23.08.2012,984.51,994.73,996.96,983.54,-,-0.52%
2292,22.08.2012,989.64,990.7,993.97,988.52,-,-0.36%
2293,21.08.2012,993.2,984.91,994.65,984.24,-,0.92%
2294,20.08.2012,984.13,986.1,988.18,983.67,-,-0.25%
2295,19.08.2012,986.62,982.41,988.73,982.25,-,0.47%
2296,16.08.2012,982.03,977.49,985.43,976.97,-,0.84%
2297,15.08.2012,973.82,976.41,977.74,973.15,-,-0.43%
2298,14.08.2012,978.02,972.43,978.56,971.28,-,0.62%
2299,13.08.2012,972.04,985.0,986.29,970.91,-,-1.60%
2300,12.08.2012,987.84,994.85,994.89,984.71,-,-0.83%
2301,09.08.2012,996.1,1002.01,1002.95,994.48,-,-0.31%
2302,08.08.2012,999.19,997.35,999.19,995.3,-,-0.07%
2303,07.08.2012,999.88,990.11,1000.15,989.61,-,1.21%
2304,06.08.2012,987.88,989.71,990.17,985.68,-,-0.03%
2305,05.08.2012,988.2,992.81,993.81,987.68,-,0.38%
2306,02.08.2012,984.48,991.07,993.19,984.05,-,-1.19%
2307,01.08.2012,996.3,995.93,997.91,990.49,-,-0.04%
2308,31.07.2012,996.72,1001.61,1002.32,995.06,-,-0.60%
2309,30.07.2012,1002.69,1002.92,1007.18,1001.15,-,1.47%
2310,26.07.2012,988.16,978.41,990.5,974.27,-,1.13%
2311,25.07.2012,977.14,962.39,978.55,962.1,-,0.96%
2312,24.07.2012,967.85,962.52,968.39,958.86,-,0.78%
2313,23.07.2012,960.36,971.27,971.46,958.04,-,-1.65%
2314,22.07.2012,976.46,977.06,977.79,974.9,-,-0.73%
2315,19.07.2012,983.62,981.49,986.67,979.34,-,1.71%
2316,18.07.2012,967.1,966.25,970.28,965.27,-,-0.18%
2317,17.07.2012,968.81,967.54,969.86,960.14,-,0.35%
2318,16.07.2012,965.43,965.78,965.93,957.48,-,-0.30%
2319,15.07.2012,968.33,979.83,980.89,968.33,-,-0.46%
2320,12.07.2012,972.83,975.13,975.31,971.27,-,-0.62%
2321,11.07.2012,978.85,979.31,980.89,976.91,-,-0.60%
2322,10.07.2012,984.79,980.26,988.37,979.64,-,0.12%
2323,09.07.2012,983.57,984.21,986.07,981.71,-,-0.11%
2324,08.07.2012,984.63,982.71,986.14,980.27,-,-0.64%
2325,05.07.2012,990.99,989.62,997.31,987.52,-,0.26%
2326,04.07.2012,988.42,990.41,991.72,987.31,-,0.02%
2327,03.07.2012,988.2,986.14,991.08,984.79,-,0.13%
2328,02.07.2012,986.95,986.67,991.2,985.46,-,-0.31%
2329,01.07.2012,990.06,988.19,993.45,988.19,-,2.08%
2330,28.06.2012,969.86,983.83,984.58,967.07,-,-0.87%
2331,27.06.2012,978.4,978.41,980.63,974.85,-,0.20%
2332,26.06.2012,976.43,976.85,981.42,972.1,-,-0.14%
2333,25.06.2012,977.79,984.42,985.83,976.66,-,-1.17%
2334,24.06.2012,989.41,984.43,989.41,977.25,-,0.44%
2335,21.06.2012,985.12,983.73,988.31,983.13,-,-0.41%
2336,20.06.2012,989.18,994.06,995.35,988.98,-,-0.52%
2337,19.06.2012,994.31,985.76,994.31,983.31,-,1.03%
2338,18.06.2012,984.15,991.3,992.3,980.45,-,-0.27%
2339,17.06.2012,986.82,986.2,987.79,981.73,-,1.51%
2340,14.06.2012,972.17,979.02,981.72,964.58,-,-0.93%
2341,13.06.2012,981.25,994.18,998.74,981.25,-,-1.35%
2342,12.06.2012,994.65,991.69,994.65,985.11,-,-0.20%
2343,11.06.2012,996.61,1013.3,1014.01,992.63,-,-0.99%
2344,10.06.2012,1006.58,1003.48,1006.58,1000.13,-,0.45%
2345,07.06.2012,1002.03,991.74,1002.03,988.71,-,1.80%
2346,06.06.2012,984.29,978.1,986.64,977.63,-,1.36%
2347,05.06.2012,971.07,969.36,972.39,960.99,-,0.50%
2348,04.06.2012,966.22,956.1,969.41,955.56,-,0.78%
2349,03.06.2012,958.76,958.67,962.42,956.07,-,-2.29%
2350,31.05.2012,981.28,971.92,981.28,967.83,-,1.46%
2351,30.05.2012,967.14,970.67,974.02,964.31,-,-0.65%
2352,29.05.2012,973.48,979.43,980.76,969.06,-,-0.32%
2353,28.05.2012,976.56,976.9,979.11,975.22,-,0.58%
2354,24.05.2012,970.91,967.2,975.14,959.96,-,0.56%
2355,23.05.2012,965.51,975.73,976.7,965.51,-,-1.52%
2356,22.05.2012,980.38,985.85,991.46,973.91,-,0.34%
2357,21.05.2012,977.06,983.2,991.74,977.06,-,-0.45%
2358,20.05.2012,981.46,973.09,985.81,971.59,-,-0.74%
2359,17.05.2012,988.82,1006.67,1006.69,986.55,-,-2.18%
2360,16.05.2012,1010.88,990.47,1011.75,989.55,-,0.78%
2361,15.05.2012,1003.01,1019.69,1021.47,997.04,-,-1.71%
2362,14.05.2012,1020.51,1031.57,1033.14,1018.84,-,-1.20%
2363,13.05.2012,1032.86,1035.82,1035.89,1030.67,-,-0.59%
2364,10.05.2012,1038.97,1040.54,1042.58,1035.31,-,0.52%
2365,09.05.2012,1033.56,1046.29,1046.73,1033.56,-,-1.23%
2366,08.05.2012,1046.46,1052.22,1055.72,1046.46,-,-0.15%
2367,07.05.2012,1048.04,1039.82,1049.65,1037.39,-,-0.05%
2368,06.05.2012,1048.52,1051.1,1051.22,1047.46,-,-1.78%
2369,03.05.2012,1067.47,1060.82,1069.25,1059.3,-,0.55%
2370,02.05.2012,1061.64,1072.53,1074.15,1059.57,-,-0.52%
2371,01.05.2012,1067.17,1065.62,1069.68,1064.18,-,0.06%
2372,30.04.2012,1066.49,1069.56,1070.07,1064.08,-,0.02%
2373,29.04.2012,1066.27,1073.57,1074.08,1065.45,-,0.12%
2374,24.04.2012,1065.01,1060.99,1066.4,1059.58,-,0.98%
2375,23.04.2012,1054.66,1064.58,1064.87,1051.74,-,-1.16%
2376,22.04.2012,1067.04,1061.84,1069.82,1059.51,-,0.79%
2377,19.04.2012,1058.69,1056.25,1063.16,1056.2,-,0.68%
2378,18.04.2012,1051.52,1055.61,1057.31,1047.2,-,-0.08%
2379,17.04.2012,1052.41,1039.17,1055.41,1038.64,-,1.15%
2380,16.04.2012,1040.4,1026.09,1040.4,1025.9,-,1.49%
2381,15.04.2012,1025.15,1033.32,1033.38,1023.09,-,-1.46%
2382,11.04.2012,1040.32,1038.63,1042.25,1036.06,-,-0.84%
2383,10.04.2012,1049.08,1048.01,1051.09,1045.03,-,0.36%
2384,09.04.2012,1045.31,1045.97,1047.01,1043.8,-,-0.26%
2385,08.04.2012,1048.01,1054.33,1054.33,1047.7,-,-0.52%
2386,05.04.2012,1053.46,1051.99,1056.18,1049.31,-,0.18%
2387,04.04.2012,1051.54,1051.01,1052.54,1048.19,-,-0.45%
2388,03.04.2012,1056.32,1051.96,1056.32,1050.69,-,0.98%
2389,02.04.2012,1046.11,1043.01,1046.39,1040.59,-,0.68%
2390,01.04.2012,1039.05,1039.04,1042.41,1036.02,-,0.64%
2391,29.03.2012,1032.48,1048.11,1048.38,1032.48,-,-1.74%
2392,28.03.2012,1050.72,1054.2,1056.17,1048.53,-,-0.23%
2393,27.03.2012,1053.14,1055.6,1060.23,1053.14,-,0.09%
2394,26.03.2012,1052.23,1033.51,1052.23,1032.83,-,1.76%
2395,25.03.2012,1034.01,1031.32,1034.53,1028.81,-,0.84%
2396,22.03.2012,1025.44,1023.23,1025.71,1018.9,-,0.45%
2397,21.03.2012,1020.82,1021.3,1027.69,1020.82,-,0.24%
2398,20.03.2012,1018.39,1019.45,1020.93,1014.13,-,-0.09%
2399,19.03.2012,1019.26,1019.96,1021.64,1015.62,-,-0.16%
2400,18.03.2012,1020.86,1023.06,1024.82,1017.91,-,0.52%
2401,15.03.2012,1015.57,1020.52,1021.31,1014.51,-,-0.35%
2402,14.03.2012,1019.17,1003.16,1025.79,1002.76,-,2.59%
2403,13.03.2012,993.46,993.46,995.8,989.45,-,0.72%
2404,12.03.2012,986.39,990.78,992.56,983.74,-,-0.80%
2405,11.03.2012,994.32,998.1,998.85,988.05,-,0.62%
2406,07.03.2012,988.17,984.77,989.8,982.45,-,0.26%
2407,06.03.2012,985.6,994.6,995.61,984.65,-,-1.54%
2408,05.03.2012,1001.05,1004.16,1005.58,999.87,-,-0.45%
2409,04.03.2012,1005.59,1002.33,1005.84,999.12,-,0.64%
2410,01.03.2012,999.19,989.69,999.19,988.96,-,0.92%
2411,29.02.2012,990.06,978.73,992.24,978.73,-,1.39%
2412,28.02.2012,976.44,989.7,991.6,975.62,-,-0.77%
2413,27.02.2012,983.99,978.86,988.58,977.59,-,0.26%
2414,26.02.2012,981.44,1006.79,1007.13,981.44,-,-1.84%
2415,23.02.2012,999.84,1012.59,1013.9,999.84,-,-1.70%
2416,22.02.2012,1017.18,1021.73,1022.89,1016.75,-,-0.25%
2417,21.02.2012,1019.72,1018.8,1021.4,1014.76,-,0.10%
2418,20.02.2012,1018.74,1017.28,1020.58,1013.49,-,0.47%
2419,19.02.2012,1014.01,1015.57,1017.51,1010.71,-,0.37%
2420,16.02.2012,1010.26,1012.54,1013.92,1007.34,-,-0.77%
2421,15.02.2012,1018.09,1023.45,1025.74,1016.21,-,0.43%
2422,14.02.2012,1013.73,1016.95,1018.81,1012.7,-,-0.43%
2423,13.02.2012,1018.09,1022.37,1023.04,1014.73,-,-0.06%
2424,12.02.2012,1018.71,1010.34,1020.71,1009.08,-,0.28%
2425,07.02.2012,1015.87,1014.9,1015.89,1004.27,-,0.24%
2426,06.02.2012,1013.46,1022.8,1023.9,1013.15,-,-1.10%
2427,05.02.2012,1024.71,1026.73,1028.2,1024.42,-,0.72%
2428,02.02.2012,1017.35,1021.62,1022.72,1015.62,-,-0.04%
2429,01.02.2012,1017.77,1011.98,1020.83,1011.72,-,0.40%
2430,31.01.2012,1013.7,1014.59,1015.5,1011.13,-,0.49%
2431,30.01.2012,1008.72,1010.99,1011.87,1005.92,-,-0.64%
2432,29.01.2012,1015.2,1018.01,1018.58,1013.86,-,-0.89%
2433,26.01.2012,1024.32,1020.6,1024.47,1018.66,-,1.12%
2434,25.01.2012,1012.96,1024.49,1024.81,1012.96,-,-0.52%
2435,24.01.2012,1018.25,1025.63,1026.6,1010.04,-,-0.77%
2436,23.01.2012,1026.14,1030.57,1033.48,1026.14,-,-0.43%
2437,22.01.2012,1030.53,1035.51,1036.33,1029.19,-,-0.16%
2438,19.01.2012,1032.13,1036.56,1037.19,1027.8,-,0.43%
2439,18.01.2012,1027.66,1028.81,1035.72,1023.64,-,-0.31%
2440,17.01.2012,1030.81,1028.56,1033.24,1026.7,-,1.34%
2441,16.01.2012,1017.2,1011.62,1017.2,1007.6,-,0.98%
2442,15.01.2012,1007.34,1018.95,1018.95,1007.19,-,-1.72%
2443,12.01.2012,1024.94,1020.87,1029.29,1020.27,-,0.46%
2444,11.01.2012,1020.29,1026.46,1026.85,1015.16,-,-0.69%
2445,10.01.2012,1027.35,1018.62,1027.35,1017.8,-,1.66%
2446,09.01.2012,1010.54,1010.07,1013.92,1006.69,-,0.03%
2447,08.01.2012,1010.26,1009.12,1011.42,1006.37,-,0.35%
2448,05.01.2012,1006.76,1005.74,1010.5,999.08,-,0.11%
2449,04.01.2012,1005.7,1003.05,1008.2,1001.01,-,0.15%
2450,03.01.2012,1004.19,1004.25,1009.52,1000.81,-,0.39%
2451,02.01.2012,1000.27,990.87,1001.33,989.63,-,1.00%
2452,01.01.2012,990.37,984.12,993.36,983.33,-,1.21%
2453,29.12.2011,978.49,982.01,987.72,975.91,-,-2.07%
2454,28.12.2011,999.15,1002.0,1003.81,997.48,-,-0.56%
2455,27.12.2011,1004.78,1003.05,1008.44,1001.75,-,-0.02%
2456,26.12.2011,1004.96,1000.83,1004.96,998.94,-,0.45%
2457,25.12.2011,1000.48,994.59,1000.99,992.87,-,1.88%
2458,22.12.2011,982.01,984.83,988.34,975.78,-,-0.02%
2459,21.12.2011,982.18,1003.18,1003.82,981.13,-,-1.27%
2460,20.12.2011,994.84,986.41,997.12,985.54,-,0.33%
2461,19.12.2011,991.57,978.79,995.33,977.84,-,0.91%
2462,18.12.2011,982.62,986.79,988.44,979.84,-,-0.55%
2463,15.12.2011,988.07,972.34,988.07,971.49,-,1.13%
2464,14.12.2011,977.05,973.07,981.13,967.87,-,-0.10%
2465,13.12.2011,977.98,968.24,980.35,966.34,-,1.03%
2466,12.12.2011,967.99,986.14,988.89,963.93,-,-2.07%
2467,11.12.2011,988.48,992.68,992.7,984.68,-,1.53%
2468,08.12.2011,973.56,975.52,988.77,970.22,-,0.28%
2469,07.12.2011,970.85,999.38,1001.23,965.88,-,-1.84%
2470,06.12.2011,989.01,995.16,1001.93,986.02,-,-1.72%
2471,05.12.2011,1006.36,995.59,1008.82,995.34,-,1.91%
2472,04.12.2011,987.51,988.08,990.42,982.32,-,-0.21%
2473,01.12.2011,989.55,987.35,994.68,982.01,-,0.53%
2474,30.11.2011,984.32,947.39,984.32,944.11,-,3.77%
2475,29.11.2011,948.53,967.31,968.98,948.1,-,-1.82%
2476,28.11.2011,966.16,943.41,967.65,941.51,-,3.07%
2477,27.11.2011,937.35,922.35,937.35,904.87,-,1.13%
2478,24.11.2011,926.87,928.66,938.66,925.73,-,-1.06%
2479,23.11.2011,936.83,936.7,948.67,934.99,-,-0.45%
2480,22.11.2011,941.09,956.06,959.51,939.5,-,-1.29%
2481,21.11.2011,953.39,976.82,978.51,953.39,-,-2.37%
2482,20.11.2011,976.51,987.93,991.85,976.51,-,-2.56%
2483,17.11.2011,1002.18,1004.92,1009.47,997.33,-,-0.57%
2484,16.11.2011,1007.89,1007.12,1018.26,1004.03,-,-0.23%
2485,15.11.2011,1010.25,1013.48,1017.68,999.41,-,-0.76%
2486,14.11.2011,1017.97,1022.68,1023.49,1012.13,-,-0.87%
2487,13.11.2011,1026.93,1023.99,1026.93,1020.85,-,2.32%
2488,10.11.2011,1003.66,984.92,1005.05,982.3,-,0.95%
2489,09.11.2011,994.18,1024.5,1026.92,993.61,-,-2.70%
2490,08.11.2011,1021.74,1007.57,1021.74,1004.97,-,1.45%
2491,07.11.2011,1007.18,995.02,1010.96,995.02,-,-0.17%
2492,06.11.2011,1008.86,1007.01,1008.86,994.56,-,0.76%
2493,03.11.2011,1001.23,977.59,1010.25,974.4,-,0.60%
2494,02.11.2011,995.26,1002.59,1008.09,987.25,-,-0.09%
2495,01.11.2011,996.13,1004.37,1005.96,982.63,-,-2.48%
2496,31.10.2011,1021.47,1030.82,1031.7,1017.2,-,-1.03%
2497,30.10.2011,1032.15,1051.67,1053.76,1032.15,-,-2.23%
2498,27.10.2011,1055.71,1063.57,1063.57,1053.94,-,2.33%
2499,26.10.2011,1031.67,1029.17,1034.38,1026.05,-,0.16%
2500,25.10.2011,1030.0,1039.93,1041.13,1027.76,-,-0.14%
2501,24.10.2011,1031.47,1034.72,1035.51,1025.31,-,-0.11%
2502,23.10.2011,1032.61,1033.71,1034.43,1028.01,-,1.43%
2503,18.10.2011,1018.06,1011.03,1018.43,1008.91,-,-0.38%
2504,17.10.2011,1021.98,1025.56,1034.19,1017.93,-,-0.04%
2505,16.10.2011,1022.4,1012.93,1025.67,1011.81,-,4.18%
2506,11.10.2011,981.41,974.98,982.5,973.07,-,0.75%
2507,10.10.2011,974.07,945.82,974.07,943.77,-,3.85%
2508,09.10.2011,937.98,943.49,943.99,937.62,-,-1.25%
2509,06.10.2011,949.87,954.35,957.79,946.74,-,1.10%
2510,05.10.2011,939.51,932.46,943.29,930.16,-,1.74%
2511,04.10.2011,923.43,940.22,940.22,920.32,-,-3.74%
2512,03.10.2011,959.32,944.37,961.49,943.93,-,0.57%
2513,02.10.2011,953.87,948.22,956.27,947.39,-,-1.64%
2514,27.09.2011,969.77,969.52,978.83,963.35,-,1.59%
2515,26.09.2011,954.55,937.26,963.94,934.9,-,0.53%
2516,25.09.2011,949.54,945.35,951.48,939.67,-,1.73%
2517,22.09.2011,933.43,952.9,955.96,928.79,-,-4.29%
2518,21.09.2011,975.31,962.43,978.87,955.59,-,1.11%
2519,20.09.2011,964.61,939.29,967.18,938.75,-,2.77%
2520,19.09.2011,938.58,948.4,952.41,938.58,-,-2.68%
2521,18.09.2011,964.47,957.51,968.56,951.99,-,0.95%
2522,15.09.2011,955.41,936.67,955.41,932.16,-,2.12%
2523,14.09.2011,935.56,906.7,935.56,906.7,-,1.84%
2524,13.09.2011,918.67,914.99,918.67,886.55,-,2.30%
2525,12.09.2011,897.98,912.8,913.94,894.16,-,-2.51%
2526,11.09.2011,921.07,930.19,931.43,920.65,-,-3.47%
2527,08.09.2011,954.16,955.09,966.49,950.76,-,-0.73%
2528,07.09.2011,961.21,956.11,961.21,940.55,-,3.23%
2529,06.09.2011,931.1,950.43,964.78,925.58,-,-2.71%
2530,05.09.2011,957.02,979.48,979.71,952.9,-,-1.97%
2531,04.09.2011,976.28,990.13,994.14,976.28,-,-4.05%
2532,01.09.2011,1017.51,1014.91,1017.51,1004.28,-,0.40%
2533,31.08.2011,1013.47,1003.5,1016.72,1002.3,-,1.25%
2534,30.08.2011,1000.94,1006.33,1007.85,994.83,-,-0.17%
2535,29.08.2011,1002.66,996.15,1004.45,988.66,-,2.37%
2536,28.08.2011,979.48,984.56,986.89,973.89,-,0.41%
2537,25.08.2011,975.44,995.77,999.77,971.23,-,-2.11%
2538,24.08.2011,996.46,994.7,997.51,984.54,-,0.67%
2539,23.08.2011,989.81,989.11,1000.68,986.2,-,-0.36%
2540,22.08.2011,993.41,962.26,998.45,956.73,-,2.65%
2541,21.08.2011,967.79,929.84,967.93,922.35,-,0.65%
2542,18.08.2011,961.58,985.34,989.98,961.58,-,-3.47%
2543,17.08.2011,996.13,974.47,996.13,970.43,-,2.51%
2544,16.08.2011,971.73,988.84,989.28,967.85,-,-1.31%
2545,15.08.2011,984.66,991.58,994.31,983.67,-,-0.45%
2546,14.08.2011,989.15,986.49,989.15,977.86,-,3.18%
2547,11.08.2011,958.7,962.28,964.36,940.77,-,0.31%
2548,10.08.2011,955.73,991.22,994.37,951.88,-,-3.18%
2549,08.08.2011,987.14,980.02,997.28,969.11,-,1.47%
2550,07.08.2011,972.8,991.07,995.43,972.8,-,-7.20%
2551,04.08.2011,1048.26,1074.47,1076.89,1042.66,-,-1.94%
2552,03.08.2011,1069.0,1060.35,1074.34,1057.81,-,-0.86%
2553,02.08.2011,1078.23,1086.13,1090.86,1074.79,-,-1.04%
2554,01.08.2011,1089.51,1118.55,1121.46,1089.51,-,-1.76%
2555,31.07.2011,1108.99,1122.31,1123.54,1102.48,-,-0.77%
2556,28.07.2011,1117.65,1118.08,1124.42,1116.44,-,-1.71%
2557,27.07.2011,1137.12,1142.57,1142.6,1134.7,-,-0.65%
2558,26.07.2011,1144.55,1146.99,1148.35,1142.1,-,0.02%
2559,25.07.2011,1144.31,1143.67,1148.44,1140.26,-,-0.49%
2560,24.07.2011,1149.91,1151.85,1153.4,1148.07,-,0.33%
2561,21.07.2011,1146.08,1139.44,1147.02,1136.89,-,0.29%
2562,20.07.2011,1142.79,1143.72,1145.38,1139.71,-,0.94%
2563,19.07.2011,1132.17,1127.39,1134.32,1125.72,-,0.58%
2564,18.07.2011,1125.68,1128.94,1130.39,1121.18,-,-0.87%
2565,17.07.2011,1135.58,1136.19,1136.83,1132.23,-,-0.23%
2566,14.07.2011,1138.16,1136.54,1140.42,1130.61,-,0.01%
2567,13.07.2011,1138.06,1140.65,1142.28,1135.97,-,-0.08%
2568,12.07.2011,1139.01,1127.03,1140.83,1121.39,-,0.24%
2569,11.07.2011,1136.28,1147.33,1147.33,1136.0,-,-1.66%
2570,10.07.2011,1155.47,1146.54,1156.17,1145.08,-,0.59%
2571,07.07.2011,1148.66,1137.8,1148.66,1136.38,-,1.62%
2572,06.07.2011,1130.4,1140.58,1140.58,1126.73,-,-0.72%
2573,05.07.2011,1138.6,1140.79,1142.78,1136.29,-,-0.09%
2574,04.07.2011,1139.57,1140.79,1143.08,1138.16,-,-0.19%
2575,03.07.2011,1141.76,1138.05,1142.05,1137.1,-,2.55%
2576,30.06.2011,1113.38,1124.31,1124.65,1113.36,-,-0.58%
2577,29.06.2011,1119.91,1117.12,1128.03,1117.12,-,0.75%
2578,28.06.2011,1111.59,1098.72,1111.59,1097.32,-,1.48%
2579,27.06.2011,1095.41,1087.42,1095.41,1086.69,-,0.66%
2580,26.06.2011,1088.26,1093.9,1096.33,1088.26,-,-0.69%
2581,23.06.2011,1095.85,1107.54,1107.93,1095.85,-,-1.60%
2582,22.06.2011,1113.67,1112.44,1115.0,1106.17,-,0.66%
2583,21.06.2011,1106.32,1100.16,1111.38,1099.13,-,1.38%
2584,20.06.2011,1091.26,1085.21,1092.36,1080.67,-,-0.40%
2585,19.06.2011,1095.64,1089.03,1100.12,1086.98,-,-0.22%
2586,16.06.2011,1098.06,1086.16,1100.09,1077.95,-,1.12%
2587,15.06.2011,1085.88,1107.42,1112.14,1085.88,-,-2.26%
2588,14.06.2011,1110.99,1106.44,1110.99,1104.3,-,0.94%
2589,13.06.2011,1100.69,1098.47,1101.38,1086.42,-,0.57%
2590,12.06.2011,1094.4,1096.13,1097.37,1089.7,-,-1.23%
2591,09.06.2011,1108.0,1108.73,1112.34,1107.26,-,-0.88%
2592,06.06.2011,1117.81,1116.78,1121.14,1114.17,-,-0.02%
2593,05.06.2011,1117.99,1114.0,1118.92,1108.82,-,0.11%
2594,02.06.2011,1116.79,1118.38,1127.86,1109.8,-,-1.48%
2595,01.06.2011,1133.56,1149.94,1149.94,1133.56,-,-1.62%
2596,31.05.2011,1152.22,1143.57,1152.22,1143.57,-,1.37%
2597,30.05.2011,1136.67,1139.26,1140.69,1134.39,-,-0.14%
2598,29.05.2011,1138.29,1139.04,1142.1,1136.43,-,1.11%
2599,26.05.2011,1125.77,1120.12,1129.26,1119.02,-,1.34%
2600,25.05.2011,1110.87,1125.2,1128.71,1110.87,-,-1.92%
2601,24.05.2011,1132.61,1143.58,1147.37,1128.55,-,-1.02%
2602,23.05.2011,1144.23,1147.79,1148.59,1138.96,-,-1.03%
2603,22.05.2011,1156.12,1165.67,1166.54,1156.12,-,-1.46%
2604,19.05.2011,1173.22,1174.34,1177.41,1170.41,-,0.19%
2605,18.05.2011,1170.94,1177.07,1179.07,1170.49,-,0.18%
2606,17.05.2011,1168.89,1166.26,1174.06,1164.75,-,-0.10%
2607,16.05.2011,1170.06,1165.04,1171.4,1159.39,-,0.68%
2608,15.05.2011,1162.15,1166.75,1167.28,1152.54,-,-1.00%
2609,12.05.2011,1173.89,1177.82,1177.88,1169.82,-,-0.75%
2610,11.05.2011,1182.75,1177.96,1183.29,1175.71,-,1.42%
2611,08.05.2011,1166.22,1164.79,1174.92,1156.64,-,0.51%
2612,05.05.2011,1160.25,1177.14,1177.59,1160.25,-,-1.19%
2613,04.05.2011,1174.17,1166.98,1174.17,1165.36,-,0.74%
2614,03.05.2011,1165.57,1172.26,1173.57,1160.17,-,-0.99%
2615,02.05.2011,1177.25,1185.75,1187.15,1171.41,-,-0.13%
2616,01.05.2011,1178.77,1193.87,1193.91,1174.78,-,-1.39%
2617,28.04.2011,1195.33,1214.24,1214.84,1195.33,-,-1.26%
2618,27.04.2011,1210.58,1215.94,1216.97,1208.75,-,-0.15%
2619,26.04.2011,1212.36,1215.65,1217.42,1209.69,-,-0.76%
2620,21.04.2011,1221.59,1221.94,1223.63,1221.39,-,0.41%
2621,20.04.2011,1216.65,1212.28,1216.65,1210.2,-,0.46%
2622,17.04.2011,1211.11,1210.6,1211.11,1207.95,-,0.53%
2623,14.04.2011,1204.72,1212.28,1212.96,1199.44,-,-0.35%
2624,13.04.2011,1208.93,1213.14,1215.25,1208.93,-,-0.09%
2625,12.04.2011,1210.04,1205.77,1210.04,1204.19,-,-0.31%
2626,11.04.2011,1213.84,1214.39,1216.26,1210.52,-,0.16%
2627,10.04.2011,1211.96,1207.33,1212.42,1205.64,-,0.82%
2628,07.04.2011,1202.16,1214.13,1215.3,1202.16,-,-1.13%
2629,06.04.2011,1215.9,1213.3,1217.23,1212.82,-,0.56%
2630,05.04.2011,1209.07,1211.12,1212.89,1207.03,-,-0.53%
2631,04.04.2011,1215.49,1214.52,1217.85,1210.75,-,-0.00%
2632,03.04.2011,1215.52,1214.2,1215.58,1206.97,-,0.66%
2633,31.03.2011,1207.61,1210.7,1211.43,1203.86,-,0.04%
2634,30.03.2011,1207.17,1211.39,1212.13,1205.57,-,0.39%
2635,29.03.2011,1202.53,1194.65,1202.53,1194.52,-,0.11%
2636,28.03.2011,1201.2,1198.91,1201.2,1195.02,-,0.38%
2637,27.03.2011,1196.65,1188.62,1196.65,1188.62,-,1.88%
2638,24.03.2011,1174.55,1186.62,1192.05,1171.82,-,-0.11%
2639,23.03.2011,1175.79,1181.21,1191.2,1173.97,-,-0.89%
2640,22.03.2011,1186.29,1183.37,1188.91,1178.61,-,0.45%
2641,21.03.2011,1180.98,1168.17,1183.82,1168.12,-,1.91%
2642,17.03.2011,1158.87,1138.85,1158.87,1137.5,-,1.30%
2643,16.03.2011,1143.98,1146.79,1149.28,1138.33,-,0.79%
2644,15.03.2011,1134.99,1124.64,1134.99,1118.18,-,-1.04%
2645,14.03.2011,1146.96,1140.6,1149.41,1138.67,-,0.55%
2646,13.03.2011,1140.65,1155.25,1155.56,1140.65,-,-1.62%
2647,10.03.2011,1159.38,1147.84,1160.65,1146.61,-,0.68%
2648,09.03.2011,1151.5,1169.52,1170.38,1149.9,-,-0.92%
2649,08.03.2011,1162.25,1171.93,1173.27,1161.89,-,-0.97%
2650,07.03.2011,1173.63,1162.24,1174.76,1161.49,-,0.79%
2651,06.03.2011,1164.38,1165.69,1170.45,1163.46,-,-0.57%
2652,03.03.2011,1171.0,1170.57,1176.01,1166.25,-,0.69%
2653,02.03.2011,1163.03,1161.65,1163.72,1151.59,-,-0.98%
2654,01.03.2011,1174.54,1192.16,1195.29,1174.21,-,-1.30%
2655,28.02.2011,1189.96,1193.74,1193.74,1185.26,-,-0.35%
2656,27.02.2011,1194.12,1193.32,1194.83,1188.59,-,1.48%
2657,24.02.2011,1176.71,1184.35,1190.22,1171.63,-,-1.77%
2658,23.02.2011,1197.96,1209.69,1215.86,1197.96,-,-1.18%
2659,22.02.2011,1212.28,1215.92,1216.25,1210.79,-,-1.25%
2660,21.02.2011,1227.64,1230.84,1232.15,1227.4,-,-0.35%
2661,20.02.2011,1231.91,1235.13,1235.82,1229.44,-,-0.05%
2662,17.02.2011,1232.53,1233.36,1241.97,1232.28,-,-0.07%
2663,16.02.2011,1233.35,1218.35,1236.18,1217.88,-,1.31%
2664,15.02.2011,1217.44,1217.68,1220.96,1216.37,-,-0.01%
2665,14.02.2011,1217.61,1214.53,1217.61,1208.8,-,0.57%
2666,13.02.2011,1210.74,1220.6,1222.42,1208.73,-,0.46%
2667,10.02.2011,1205.16,1216.31,1217.04,1205.16,-,-1.18%
2668,09.02.2011,1219.49,1228.65,1229.95,1219.49,-,-0.87%
2669,08.02.2011,1230.21,1233.29,1237.13,1229.32,-,-0.22%
2670,07.02.2011,1232.9,1228.12,1236.07,1226.21,-,0.37%
2671,06.02.2011,1228.32,1218.77,1228.32,1218.42,-,1.66%
