,תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %
1937,06.02.2014,1206.64,1200.72,1212.21,1200.67,97.07M,0.60%
1938,05.02.2014,1199.47,1198.41,1202.7,1197.53,81.55M,0.18%
1939,04.02.2014,1197.29,1180.65,1197.97,1179.96,123.28M,0.02%
1940,03.02.2014,1197.11,1202.36,1204.45,1196.13,151.26M,-0.40%
1941,02.02.2014,1201.89,1200.94,1204.2,1197.32,122.48M,0.19%
1942,30.01.2014,1199.66,1190.17,1202.32,1189.49,176.62M,-0.32%
1943,29.01.2014,1203.55,1217.53,1221.86,1202.17,92.47M,-0.49%
1944,28.01.2014,1209.45,1207.85,1209.83,1202.77,63.46M,0.40%
1945,27.01.2014,1204.68,1198.63,1207.8,1196.91,58.85M,0.46%
1946,26.01.2014,1199.12,1198.45,1199.36,1195.34,73.02M,-1.70%
1947,23.01.2014,1219.85,1231.66,1231.66,1219.09,66.96M,-0.64%
1948,22.01.2014,1227.75,1228.3,1231.89,1226.53,125.45M,-0.13%
1949,21.01.2014,1229.36,1229.0,1230.43,1224.23,80.75M,0.56%
1950,20.01.2014,1222.5,1237.46,1239.27,1220.05,91.97M,-1.18%
1951,19.01.2014,1237.05,1241.23,1241.23,1235.5,63.61M,-0.57%
1952,16.01.2014,1244.2,1244.49,1245.25,1241.75,93.29M,-0.08%
1953,15.01.2014,1245.14,1242.64,1245.18,1240.73,87.04M,1.21%
1954,14.01.2014,1230.3,1229.51,1233.26,1226.06,74.96M,-0.47%
1955,13.01.2014,1236.14,1226.45,1236.14,1225.56,98.87M,0.77%
1956,12.01.2014,1226.7,1223.13,1226.9,1222.15,54.41M,0.70%
1957,09.01.2014,1218.16,1218.36,1220.78,1213.21,88.82M,-0.14%
1958,08.01.2014,1219.82,1223.11,1225.18,1217.91,92.59M,0.10%
1959,07.01.2014,1218.65,1210.62,1219.67,1208.7,106.71M,0.92%
1960,06.01.2014,1207.56,1208.34,1209.39,1203.72,105.19M,-0.10%
1961,05.01.2014,1208.73,1210.84,1211.6,1205.32,62.08M,0.26%
1962,02.01.2014,1205.63,1218.24,1219.55,1205.63,123.58M,-1.12%
1963,01.01.2014,1219.32,1214.33,1219.93,1208.17,170.59M,0.96%
1964,31.12.2013,1207.69,1201.29,1208.2,1199.67,117.33M,0.76%
1965,30.12.2013,1198.57,1199.44,1200.98,1194.85,115.56M,0.32%
1966,29.12.2013,1194.73,1204.78,1205.41,1193.28,83.55M,-1.14%
1967,26.12.2013,1208.5,1202.62,1208.5,1201.94,161.71M,-0.22%
1968,25.12.2013,1211.17,1215.9,1218.18,1211.17,59.67M,0.01%
1969,24.12.2013,1211.1,1216.29,1218.96,1208.92,81.94M,-0.44%
1970,23.12.2013,1216.51,1213.45,1222.11,1211.79,158.00M,0.65%
1971,22.12.2013,1208.61,1198.37,1208.61,1196.66,163.32M,1.10%
1972,19.12.2013,1195.46,1205.76,1205.86,1193.91,138.47M,0.02%
1973,18.12.2013,1195.28,1193.42,1197.23,1192.45,73.17M,0.51%
1974,17.12.2013,1189.2,1192.82,1195.58,1187.85,98.06M,-0.25%
1975,16.12.2013,1192.19,1178.59,1192.67,1178.59,91.98M,0.99%
1976,15.12.2013,1180.52,1181.73,1184.39,1178.63,68.13M,-0.50%
1977,12.12.2013,1186.47,1186.3,1195.07,1182.45,1.04B,-1.34%
1978,11.12.2013,1202.6,1206.28,1211.05,1201.99,143.00M,-0.58%
1979,10.12.2013,1209.6,1220.64,1221.65,1201.83,218.99M,-0.87%
1980,09.12.2013,1220.17,1226.34,1226.42,1220.17,307.35M,-0.37%
1981,08.12.2013,1224.64,1227.0,1230.09,1222.88,144.92M,0.28%
1982,05.12.2013,1221.21,1218.87,1222.51,1216.38,-,0.22%
1983,04.12.2013,1218.5,1224.39,1224.39,1213.0,207.51M,-0.33%
1984,03.12.2013,1222.48,1230.4,1230.73,1220.97,208.63M,-0.59%
1985,02.12.2013,1229.72,1236.68,1238.69,1228.63,272.33M,-0.40%
1986,01.12.2013,1234.66,1222.91,1234.75,1222.68,182.30M,1.28%
1987,28.11.2013,1219.1,1216.36,1220.22,1215.74,217.69M,0.26%
1988,27.11.2013,1215.98,1216.35,1217.46,1213.93,127.81M,0.20%
1989,26.11.2013,1213.57,1218.53,1218.66,1211.32,222.52M,-0.32%
1990,25.11.2013,1217.45,1223.68,1223.96,1216.69,111.05M,-0.24%
1991,24.11.2013,1220.36,1218.79,1222.15,1218.79,136.50M,0.62%
1992,21.11.2013,1212.9,1210.73,1214.56,1206.5,123.10M,-0.04%
1993,20.11.2013,1213.43,1208.48,1214.3,1207.53,179.89M,0.67%
1994,19.11.2013,1205.34,1207.36,1208.74,1202.55,210.46M,-0.12%
1995,18.11.2013,1206.78,1203.7,1212.3,1203.1,329.99M,0.33%
1996,17.11.2013,1202.76,1197.85,1203.5,1197.59,20.41M,0.84%
1997,14.11.2013,1192.76,1190.85,1193.58,1190.84,219.33M,0.61%
1998,13.11.2013,1185.48,1187.12,1189.1,1183.37,169.75M,-0.26%
1999,12.11.2013,1188.54,1191.48,1191.78,1185.76,135.63M,-0.11%
2000,11.11.2013,1189.82,1193.0,1193.7,1189.03,286.02M,-0.12%
2001,10.11.2013,1191.22,1191.65,1192.62,1189.67,75.08M,0.41%
2002,07.11.2013,1186.4,1181.66,1188.68,1179.92,133.77M,0.60%
2003,06.11.2013,1179.3,1178.18,1182.83,1177.25,-,0.56%
2004,05.11.2013,1172.73,1176.91,1177.86,1171.09,131.57M,-0.16%
2005,04.11.2013,1174.65,1169.96,1176.27,1168.91,185.44M,0.50%
2006,03.11.2013,1168.79,1169.47,1170.42,1166.79,165.78M,0.60%
2007,31.10.2013,1161.77,1153.2,1161.77,1151.7,132.48M,0.27%
2008,30.10.2013,1158.64,1168.27,1169.31,1157.51,151.60M,-0.75%
2009,29.10.2013,1167.45,1166.79,1170.17,1165.49,128.07M,0.29%
2010,28.10.2013,1164.11,1173.16,1173.71,1163.71,110.90M,-0.60%
2011,27.10.2013,1171.12,1170.08,1173.55,1169.71,109.48M,0.52%
2012,24.10.2013,1165.1,1170.83,1171.62,1162.46,282.67M,-0.13%
2013,23.10.2013,1166.67,1177.65,1177.65,1166.51,242.11M,-1.34%
2014,22.10.2013,1182.46,1178.91,1182.46,1176.42,315.87M,0.39%
2015,21.10.2013,1177.83,1181.13,1181.16,1176.12,132.83M,-0.12%
2016,20.10.2013,1179.27,1175.75,1179.61,1172.68,113.42M,0.66%
2017,17.10.2013,1171.56,1176.2,1179.56,1169.82,154.55M,-0.44%
2018,16.10.2013,1176.69,1173.38,1177.55,1171.26,105.41M,0.27%
2019,15.10.2013,1173.47,1172.94,1174.43,1165.4,164.39M,0.48%
2020,14.10.2013,1167.87,1161.69,1168.54,1157.94,127.73M,0.64%
2021,13.10.2013,1160.41,1172.89,1174.9,1160.41,105.23M,-0.59%
2022,10.10.2013,1167.35,1161.51,1171.29,1160.8,201.99M,0.59%
2023,09.10.2013,1160.51,1154.56,1166.78,1153.73,170.73M,0.09%
2024,08.10.2013,1159.52,1158.8,1161.19,1154.89,244.30M,0.22%
2025,07.10.2013,1156.94,1149.76,1156.94,1145.96,332.87M,0.34%
2026,06.10.2013,1153.06,1150.14,1154.18,1148.83,117.95M,1.42%
2027,03.10.2013,1136.91,1149.65,1151.3,1136.91,273.09M,-1.01%
2028,02.10.2013,1148.53,1148.99,1157.93,1144.83,136.40M,-0.17%
2029,01.10.2013,1150.47,1147.17,1150.79,1146.95,146.06M,0.70%
2030,30.09.2013,1142.51,1142.97,1145.2,1137.32,287.57M,-0.48%
2031,29.09.2013,1147.99,1139.26,1150.64,1139.26,135.89M,1.07%
2032,24.09.2013,1135.82,1141.85,1141.85,1133.96,184.67M,-0.16%
2033,23.09.2013,1137.66,1133.46,1148.66,1133.18,118.70M,0.71%
2034,22.09.2013,1129.62,1124.92,1132.55,1121.26,73.62M,0.56%
2035,17.09.2013,1123.38,1115.5,1123.56,1109.0,112.66M,0.66%
2036,16.09.2013,1116.05,1118.51,1120.66,1114.15,122.83M,0.35%
2037,15.09.2013,1112.16,1103.42,1112.16,1102.73,115.29M,1.60%
2038,12.09.2013,1094.62,1098.8,1100.29,1094.62,171.96M,-0.27%
2039,11.09.2013,1097.62,1096.08,1101.66,1094.85,128.50M,0.16%
2040,10.09.2013,1095.89,1087.84,1097.19,1086.55,199.13M,1.41%
2041,09.09.2013,1080.65,1071.34,1081.34,1070.71,144.73M,1.13%
2042,08.09.2013,1068.62,1087.26,1088.57,1068.62,105.23M,-1.24%
2043,03.09.2013,1082.06,1089.08,1090.26,1076.86,160.77M,-0.80%
2044,02.09.2013,1090.82,1088.7,1090.82,1084.43,91.61M,0.52%
2045,01.09.2013,1085.23,1083.9,1085.81,1081.88,100.03M,0.33%
2046,29.08.2013,1081.68,1077.6,1081.68,1071.2,219.45M,1.12%
2047,28.08.2013,1069.69,1057.68,1069.69,1052.9,170.98M,0.89%
2048,27.08.2013,1060.23,1073.85,1073.85,1058.05,231.33M,-2.02%
2049,26.08.2013,1082.09,1093.29,1093.35,1082.03,91.34M,-1.18%
2050,25.08.2013,1095.01,1098.39,1099.12,1078.38,44.38M,-0.02%
2051,22.08.2013,1095.28,1096.69,1098.18,1094.32,68.11M,-0.18%
2052,21.08.2013,1097.22,1099.08,1100.16,1096.23,65.30M,-0.21%
2053,20.08.2013,1099.54,1099.74,1100.55,1096.53,75.69M,-0.23%
2054,19.08.2013,1102.02,1102.07,1104.07,1099.83,99.12M,0.10%
2055,18.08.2013,1100.97,1098.98,1101.0,1096.78,53.68M,0.16%
2056,15.08.2013,1099.26,1104.52,1105.74,1098.39,152.56M,-0.71%
2057,14.08.2013,1107.13,1106.54,1108.03,1103.79,109.37M,0.15%
2058,13.08.2013,1105.49,1101.46,1106.69,1101.45,114.63M,0.58%
2059,12.08.2013,1099.09,1099.34,1100.66,1095.97,110.75M,0.10%
2060,11.08.2013,1098.02,1097.93,1099.79,1095.57,54.91M,0.03%
2061,08.08.2013,1097.66,1098.06,1100.66,1096.16,108.17M,0.11%
2062,07.08.2013,1096.44,1094.57,1098.79,1092.36,124.01M,-0.01%
2063,06.08.2013,1096.52,1097.58,1099.35,1095.48,119.09M,-0.33%
2064,05.08.2013,1100.16,1101.66,1103.88,1097.43,116.20M,-0.13%
2065,04.08.2013,1101.56,1099.39,1102.25,1098.28,192.09M,0.25%
2066,01.08.2013,1098.83,1095.31,1099.85,1093.88,129.22M,0.44%
2067,31.07.2013,1094.06,1094.03,1094.26,1088.86,85.53M,0.08%
2068,30.07.2013,1093.16,1105.52,1105.52,1086.72,229.57M,-1.30%
2069,29.07.2013,1107.6,1110.66,1112.13,1106.2,77.57M,-0.29%
2070,28.07.2013,1110.84,1113.51,1113.93,1109.69,57.48M,0.03%
2071,25.07.2013,1110.56,1114.79,1114.79,1106.83,160.66M,-0.56%
2072,24.07.2013,1116.76,1112.38,1119.23,1111.3,235.12M,0.38%
2073,23.07.2013,1112.52,1114.38,1114.63,1111.19,90.86M,0.03%
2074,22.07.2013,1112.14,1111.96,1112.97,1109.39,70.63M,0.21%
2075,21.07.2013,1109.8,1112.18,1112.18,1106.79,68.27M,-0.13%
2076,18.07.2013,1111.21,1110.2,1111.88,1107.12,142.66M,0.29%
2077,17.07.2013,1108.04,1103.85,1108.45,1100.43,194.47M,0.41%
2078,15.07.2013,1103.47,1105.01,1105.86,1101.83,140.65M,0.15%
2079,14.07.2013,1101.77,1099.26,1103.85,1099.19,87.18M,0.53%
2080,11.07.2013,1096.0,1098.94,1098.94,1094.04,131.65M,0.64%
2081,10.07.2013,1089.05,1089.48,1090.17,1086.67,55.78M,0.03%
2082,09.07.2013,1088.69,1089.25,1090.5,1086.31,160.49M,0.06%
2083,08.07.2013,1088.01,1084.0,1088.01,1083.48,76.01M,0.44%
2084,07.07.2013,1083.19,1078.5,1083.19,1077.81,87.78M,0.71%
2085,04.07.2013,1075.51,1073.47,1078.67,1072.55,107.11M,0.25%
2086,03.07.2013,1072.8,1078.6,1079.15,1068.13,123.31M,-0.70%
2087,02.07.2013,1080.32,1080.45,1080.68,1077.6,64.48M,0.34%
2088,01.07.2013,1076.63,1074.89,1076.8,1071.33,52.31M,0.48%
2089,30.06.2013,1071.45,1072.87,1073.4,1069.61,60.82M,0.18%
2090,27.06.2013,1069.56,1071.39,1074.71,1067.77,140.65M,-0.11%
2091,26.06.2013,1070.71,1071.02,1075.2,1069.23,72.16M,0.13%
2092,25.06.2013,1069.35,1073.96,1075.87,1069.35,115.68M,-0.20%
2093,24.06.2013,1071.52,1082.48,1085.29,1070.89,179.85M,-1.37%
2094,23.06.2013,1086.35,1085.27,1088.08,1081.01,114.13M,-0.11%
2095,20.06.2013,1087.6,1092.27,1092.52,1086.69,235.27M,-1.12%
2096,19.06.2013,1099.92,1105.39,1106.34,1098.5,189.37M,-0.26%
2097,18.06.2013,1102.78,1102.63,1102.78,1100.32,89.18M,0.05%
2098,17.06.2013,1102.19,1101.61,1104.04,1100.75,110.01M,0.44%
2099,16.06.2013,1097.38,1094.51,1098.02,1093.7,70.42M,0.39%
2100,13.06.2013,1093.11,1090.54,1094.75,1087.0,237.08M,-0.81%
2101,12.06.2013,1102.09,1102.89,1104.97,1099.99,163.97M,-0.18%
2102,11.06.2013,1104.08,1111.11,1111.72,1102.34,114.60M,-0.70%
2103,10.06.2013,1111.89,1109.11,1111.89,1107.54,107.32M,0.32%
2104,09.06.2013,1108.35,1110.33,1110.98,1106.56,131.10M,0.63%
2105,06.06.2013,1101.46,1100.87,1104.18,1099.22,105.76M,-0.22%
2106,05.06.2013,1103.87,1105.98,1106.07,1102.04,96.94M,-0.60%
2107,04.06.2013,1110.52,1108.62,1111.03,1107.31,99.38M,0.23%
2108,03.06.2013,1107.96,1103.08,1108.38,1100.73,173.40M,0.53%
2109,02.06.2013,1102.09,1099.71,1102.13,1098.36,68.22M,-0.52%
2110,30.05.2013,1107.9,1105.86,1110.35,1101.76,182.66M,-0.11%
2111,29.05.2013,1109.12,1117.47,1118.06,1108.38,121.81M,-0.80%
2112,28.05.2013,1118.01,1108.92,1118.6,1108.92,215.01M,1.50%
2113,27.05.2013,1101.53,1102.2,1102.53,1098.68,114.11M,0.13%
2114,26.05.2013,1100.1,1095.1,1100.24,1095.1,153.66M,0.79%
2115,23.05.2013,1091.44,1097.27,1097.27,1087.85,248.85M,-1.57%
2116,22.05.2013,1108.84,1109.58,1110.7,1104.67,126.29M,0.00%
2117,21.05.2013,1108.79,1106.77,1109.62,1104.12,210.43M,0.31%
2118,20.05.2013,1105.37,1097.23,1106.56,1095.68,98.57M,0.73%
2119,19.05.2013,1097.36,1093.74,1097.36,1092.24,95.06M,0.76%
2120,16.05.2013,1089.06,1090.29,1092.82,1087.86,147.42M,1.12%
2121,13.05.2013,1077.02,1070.76,1078.52,1068.8,177.17M,0.89%
2122,12.05.2013,1067.55,1080.6,1080.92,1066.56,120.98M,-0.80%
2123,09.05.2013,1076.17,1089.23,1089.62,1076.17,182.21M,-1.03%
2124,08.05.2013,1087.4,1088.53,1090.72,1085.66,197.55M,-0.09%
2125,07.05.2013,1088.41,1088.58,1089.12,1085.24,91.56M,0.12%
2126,06.05.2013,1087.06,1080.29,1087.27,1079.19,65.00M,0.63%
2127,05.05.2013,1080.21,1085.15,1086.56,1077.23,91.16M,-0.06%
2128,02.05.2013,1080.85,1080.14,1082.32,1077.94,130.21M,-0.03%
2129,01.05.2013,1081.21,1082.78,1087.7,1080.32,164.12M,-0.16%
2130,30.04.2013,1082.95,1076.57,1082.95,1074.53,92.16M,0.84%
2131,29.04.2013,1073.9,1073.82,1077.04,1073.09,58.06M,0.06%
2132,28.04.2013,1073.27,1074.87,1075.33,1071.69,43.22M,-0.52%
2133,25.04.2013,1078.85,1081.99,1083.21,1076.88,197.61M,-0.70%
2134,24.04.2013,1086.41,1083.11,1088.58,1081.95,90.47M,0.63%
2135,23.04.2013,1079.66,1069.44,1079.66,1069.18,75.47M,0.59%
2136,22.04.2013,1073.35,1074.66,1080.67,1066.72,106.49M,0.12%
2137,21.04.2013,1072.11,1073.85,1075.01,1064.49,106.78M,-0.18%
2138,18.04.2013,1074.03,1084.44,1084.81,1073.08,150.36M,-1.10%
2139,17.04.2013,1085.95,1094.52,1094.82,1083.83,107.71M,-0.92%
2140,14.04.2013,1096.08,1096.57,1099.73,1093.85,97.89M,-0.03%
2141,11.04.2013,1096.43,1100.22,1102.21,1095.74,137.35M,-0.19%
2142,10.04.2013,1098.47,1096.12,1101.15,1094.14,83.09M,0.34%
2143,09.04.2013,1094.76,1095.6,1095.88,1093.05,94.06M,0.11%
2144,08.04.2013,1093.6,1092.53,1096.17,1090.22,110.32M,0.27%
2145,07.04.2013,1090.65,1091.63,1096.77,1089.12,56.48M,-0.32%
2146,04.04.2013,1094.17,1103.33,1103.33,1093.91,97.22M,-0.85%
2147,03.04.2013,1103.59,1103.95,1104.97,1101.74,93.37M,-0.06%
2148,02.04.2013,1104.22,1102.62,1105.44,1101.17,100.79M,0.38%
2149,28.03.2013,1100.04,1105.04,1105.94,1099.0,143.04M,-0.65%
2150,27.03.2013,1107.23,1113.81,1114.05,1104.24,86.95M,-0.42%
2151,24.03.2013,1111.85,1110.89,1112.84,1106.51,137.56M,0.70%
2152,21.03.2013,1104.14,1113.37,1113.78,1102.69,114.57M,-0.76%
2153,20.03.2013,1112.58,1114.17,1115.99,1110.91,122.09M,0.06%
2154,19.03.2013,1111.86,1107.55,1115.34,1105.45,101.87M,0.55%
2155,18.03.2013,1105.82,1091.46,1110.04,1090.38,113.29M,0.52%
2156,17.03.2013,1100.05,1107.89,1108.62,1098.89,111.21M,-0.37%
2157,14.03.2013,1104.11,1104.05,1108.1,1103.29,283.62M,0.06%
2158,13.03.2013,1103.43,1103.18,1106.07,1098.07,128.31M,-0.01%
2159,12.03.2013,1103.49,1105.84,1106.73,1102.1,71.47M,0.18%
2160,11.03.2013,1101.51,1103.64,1105.4,1101.08,107.07M,-0.13%
2161,10.03.2013,1102.89,1105.75,1113.94,1102.89,133.76M,0.59%
2162,07.03.2013,1096.38,1100.65,1101.51,1096.37,134.95M,-0.21%
2163,06.03.2013,1098.72,1099.44,1100.47,1097.13,163.82M,0.19%
2164,05.03.2013,1096.59,1091.06,1098.09,1090.9,99.14M,0.85%
2165,04.03.2013,1087.37,1083.4,1088.31,1080.49,95.69M,0.14%
2166,03.03.2013,1085.89,1091.25,1091.63,1084.87,61.58M,-0.44%
2167,28.02.2013,1090.67,1090.81,1091.66,1087.95,107.32M,0.55%
2168,27.02.2013,1084.72,1087.37,1087.72,1083.87,121.12M,-0.14%
2169,26.02.2013,1086.2,1081.21,1087.12,1079.51,169.99M,-0.27%
2170,25.02.2013,1089.14,1088.66,1091.38,1087.15,101.85M,0.31%
2171,21.02.2013,1085.8,1085.33,1092.94,1085.33,407.27M,-1.70%
2172,20.02.2013,1104.53,1094.12,1104.53,1093.94,133.77M,1.24%
2173,19.02.2013,1091.04,1086.98,1093.45,1086.49,93.98M,0.38%
2174,18.02.2013,1086.86,1091.8,1092.26,1085.23,116.76M,-0.40%
2175,17.02.2013,1091.19,1090.25,1094.45,1088.89,129.15M,0.36%
2176,14.02.2013,1087.23,1091.77,1092.0,1084.58,113.66M,-0.45%
2177,13.02.2013,1092.09,1098.59,1099.11,1090.82,131.20M,-0.40%
2178,12.02.2013,1096.52,1089.96,1097.11,1086.62,88.58M,0.70%
2179,11.02.2013,1088.92,1085.02,1089.97,1084.15,77.48M,0.54%
2180,10.02.2013,1083.12,1088.15,1088.43,1083.1,80.87M,0.18%
2181,07.02.2013,1081.17,1079.11,1081.25,1076.82,150.62M,0.61%
2182,06.02.2013,1074.65,1078.35,1080.33,1073.27,107.23M,0.09%
2183,05.02.2013,1073.73,1063.1,1074.47,1062.5,69.00M,0.95%
2184,04.02.2013,1063.67,1063.62,1066.4,1059.52,168.08M,0.05%
2185,03.02.2013,1063.09,1061.5,1063.09,1060.06,77.90M,1.56%
2186,31.01.2013,1046.72,1048.04,1051.81,1043.86,113.77M,-0.08%
2187,30.01.2013,1047.59,1059.64,1061.66,1046.04,103.59M,-0.97%
2188,29.01.2013,1057.89,1066.72,1067.45,1054.96,103.44M,-0.78%
2189,28.01.2013,1066.18,1064.42,1067.27,1060.83,74.75M,0.40%
2190,27.01.2013,1061.95,1071.65,1072.67,1061.73,60.28M,-0.19%
2191,24.01.2013,1063.98,1066.47,1067.34,1059.98,245.56M,-0.58%
2192,23.01.2013,1070.17,1069.98,1078.12,1068.0,98.93M,0.90%
2193,21.01.2013,1060.61,1056.78,1061.14,1049.09,104.82M,0.36%
2194,20.01.2013,1056.83,1068.47,1069.44,1055.62,103.98M,-1.31%
2195,17.01.2013,1070.86,1068.36,1071.07,1067.08,60.88M,0.08%
2196,16.01.2013,1069.99,1070.53,1072.45,1063.47,133.87M,-0.11%
2197,15.01.2013,1071.2,1078.99,1080.7,1069.96,106.44M,-0.74%
2198,14.01.2013,1079.24,1082.22,1084.56,1077.14,85.76M,0.01%
2199,13.01.2013,1079.18,1081.35,1082.51,1077.89,161.95M,-0.62%
2200,10.01.2013,1085.95,1082.8,1086.41,1074.29,163.16M,0.91%
2201,09.01.2013,1076.15,1074.34,1076.15,1072.78,124.06M,0.42%
2202,08.01.2013,1071.64,1070.94,1075.36,1069.39,204.08M,-0.15%
2203,07.01.2013,1073.24,1079.05,1079.05,1071.91,121.63M,-0.62%
2204,06.01.2013,1079.98,1083.9,1085.55,1078.91,77.47M,0.53%
2205,03.01.2013,1074.25,1081.83,1081.97,1072.65,203.83M,-0.92%
2206,02.01.2013,1084.23,1078.74,1085.23,1077.86,155.95M,0.73%
2207,01.01.2013,1076.34,1067.55,1076.34,1064.65,130.00M,2.60%
2208,31.12.2012,1049.06,1048.32,1051.92,1043.24,292.29M,-0.16%
2209,30.12.2012,1050.69,1045.13,1052.0,1044.85,150.12M,0.24%
2210,27.12.2012,1048.18,1034.63,1051.2,1034.63,325.51M,-0.17%
2211,26.12.2012,1050.01,1048.83,1055.04,1044.0,176.59M,0.41%
2212,25.12.2012,1045.7,1054.22,1055.73,1044.15,184.41M,-0.63%
2213,24.12.2012,1052.32,1061.57,1062.25,1049.38,173.73M,-1.03%
2214,23.12.2012,1063.32,1072.36,1072.77,1063.32,88.93M,-1.25%
2215,20.12.2012,1076.81,1075.92,1077.93,1072.44,149.05M,-0.31%
2216,19.12.2012,1080.19,1074.4,1080.37,1073.53,195.25M,1.08%
2217,18.12.2012,1068.63,1070.47,1071.69,1067.91,151.82M,0.45%
2218,17.12.2012,1063.85,1075.9,1076.48,1059.69,136.18M,-0.68%
2219,16.12.2012,1071.17,1076.26,1077.31,1069.37,188.88M,-1.08%
2220,13.12.2012,1082.9,1092.65,1094.35,1082.9,315.79M,-1.29%
2221,12.12.2012,1097.06,1097.28,1100.78,1096.86,142.36M,-0.13%
2222,11.12.2012,1098.53,1091.97,1098.57,1090.52,137.17M,0.80%
2223,10.12.2012,1089.82,1091.62,1091.62,1085.23,171.79M,-0.17%
2224,09.12.2012,1091.73,1089.72,1091.73,1088.99,96.49M,0.60%
2225,06.12.2012,1085.23,1086.47,1087.63,1083.6,158.99M,-0.18%
2226,05.12.2012,1087.22,1088.8,1090.11,1085.8,190.24M,0.38%
2227,04.12.2012,1083.08,1086.92,1087.53,1082.18,184.47M,-0.72%
2228,03.12.2012,1090.98,1093.07,1095.24,1087.62,428.46M,0.10%
2229,02.12.2012,1089.9,1087.46,1089.9,1086.0,158.71M,0.03%
2230,29.11.2012,1089.61,1087.31,1093.73,1087.03,336.98M,0.29%
2231,28.11.2012,1086.51,1092.23,1094.4,1086.4,86.82M,-0.58%
2232,27.11.2012,1092.86,1088.61,1093.73,1087.8,121.15M,0.59%
2233,26.11.2012,1086.48,1083.56,1088.12,1080.59,144.14M,0.17%
2234,25.11.2012,1084.59,1078.45,1085.42,1078.45,252.81M,1.55%
2235,22.11.2012,1067.99,1068.92,1072.56,1067.06,248.59M,0.33%
2236,21.11.2012,1064.45,1061.28,1065.46,1056.29,133.54M,0.26%
2237,20.11.2012,1061.71,1064.64,1067.64,1059.37,119.39M,-0.17%
2238,19.11.2012,1063.49,1058.24,1068.47,1056.51,139.46M,0.67%
2239,18.11.2012,1056.44,1046.65,1056.44,1046.44,106.21M,1.08%
2240,15.11.2012,1045.13,1038.54,1045.53,1035.09,224.08M,-0.85%
2241,14.11.2012,1054.12,1061.31,1065.88,1054.12,154.53M,-0.50%
2242,13.11.2012,1059.37,1057.87,1063.8,1055.2,449.94M,-0.19%
2243,12.11.2012,1061.38,1068.92,1071.3,1060.03,144.21M,-0.55%
2244,11.11.2012,1067.3,1065.76,1068.17,1059.38,81.80M,-0.43%
2245,08.11.2012,1071.96,1070.15,1075.89,1068.77,294.61M,-0.10%
2246,07.11.2012,1073.02,1092.08,1092.31,1073.02,142.36M,-1.62%
2247,06.11.2012,1090.66,1087.84,1093.88,1085.01,193.11M,0.55%
2248,05.11.2012,1084.7,1082.8,1086.16,1081.68,196.29M,0.45%
2249,04.11.2012,1079.84,1081.84,1081.84,1076.92,155.15M,-0.25%
2250,01.11.2012,1082.59,1078.94,1082.93,1078.08,292.12M,0.57%
2251,31.10.2012,1076.41,1076.1,1082.04,1072.28,456.67M,0.33%
2252,30.10.2012,1072.85,1067.45,1075.18,1066.52,352.10M,0.88%
2253,29.10.2012,1063.49,1069.58,1069.58,1061.88,223.55M,-0.80%
2254,28.10.2012,1072.04,1072.54,1075.73,1070.53,186.12M,-0.15%
2255,25.10.2012,1073.65,1066.28,1077.62,1064.24,393.07M,0.75%
2256,24.10.2012,1065.62,1056.61,1066.34,1053.97,526.52M,1.03%
2257,23.10.2012,1054.71,1064.45,1066.44,1053.66,464.15M,-1.39%
2258,22.10.2012,1069.57,1067.5,1075.73,1061.99,-,0.74%
2259,21.10.2012,1061.69,1064.41,1064.67,1058.63,-,-1.61%
2260,18.10.2012,1079.03,1087.2,1091.18,1077.27,-,-1.26%
2261,17.10.2012,1092.76,1091.68,1096.67,1089.72,-,0.02%
2262,16.10.2012,1092.59,1091.73,1097.19,1089.76,-,0.41%
2263,15.10.2012,1088.1,1080.7,1094.59,1078.11,-,1.16%
2264,14.10.2012,1075.63,1073.56,1076.56,1066.61,-,-0.15%
2265,11.10.2012,1077.22,1067.98,1077.92,1066.19,-,0.91%
2266,10.10.2012,1067.48,1067.26,1070.16,1057.73,-,-0.16%
2267,09.10.2012,1069.24,1083.23,1083.59,1069.24,-,-1.65%
2268,04.10.2012,1087.15,1089.67,1089.67,1083.99,-,-0.13%
2269,03.10.2012,1088.54,1079.34,1095.1,1074.55,-,0.88%
2270,02.10.2012,1079.01,1062.7,1079.01,1061.54,-,2.32%
2271,27.09.2012,1054.58,1044.88,1057.03,1041.08,-,1.23%
2272,24.09.2012,1041.76,1027.72,1042.83,1026.83,-,1.44%
2273,23.09.2012,1026.94,1020.18,1027.08,1019.85,-,0.99%
2274,20.09.2012,1016.87,1015.38,1016.87,1013.05,-,0.14%
2275,19.09.2012,1015.48,1018.53,1019.61,1013.83,-,0.37%
2276,13.09.2012,1011.69,1008.02,1011.69,1006.37,-,0.19%
2277,12.09.2012,1009.77,1007.85,1009.97,1003.75,-,0.36%
2278,11.09.2012,1006.13,1001.65,1006.13,1000.26,-,-0.08%
2279,10.09.2012,1006.97,1003.65,1008.72,1002.98,-,0.08%
2280,09.09.2012,1006.13,997.9,1008.01,997.48,-,1.70%
2281,06.09.2012,989.36,988.54,992.68,986.83,-,-0.12%
2282,05.09.2012,990.53,991.12,993.09,985.88,-,-0.02%
2283,04.09.2012,990.73,996.33,998.05,990.26,-,-0.72%
