,Date,Rate,Open,High,Low,Volume,Change %
156,2021-05-13,1711.01,1693.53,1714.73,1675.3,58.05M,0.81
157,2021-05-12,1697.2,1684.78,1705.06,1682.14,57.43M,0.11
158,2021-05-11,1695.36,1709.47,1709.47,1667.86,74.40M,-1.78
159,2021-05-10,1726.09,1732.91,1739.41,1722.3,65.09M,-0.49
160,2021-05-09,1734.59,1735.08,1739.48,1732.93,35.63M,0.75
161,2021-05-06,1721.74,1736.78,1740.4,1721.74,97.54M,-0.43
162,2021-05-05,1729.15,1718.51,1734.59,1718.51,46.66M,0.76
163,2021-05-04,1716.1,1731.18,1735.2,1712.65,59.61M,-0.97
164,2021-05-03,1732.84,1717.51,1732.89,1717.51,79.33M,1.13
165,2021-05-02,1713.42,1707.25,1714.37,1705.29,27.01M,-0.07
166,2021-04-29,1714.68,1716.04,1718.4,1709.65,87.79M,0.55
167,2021-04-28,1705.38,1704.12,1705.38,1696.55,55.75M,0.36
168,2021-04-27,1699.24,1707.62,1711.16,1699.24,69.68M,-0.14
169,2021-04-26,1701.65,1700.1,1702.72,1681.89,70.18M,0.1
170,2021-04-25,1699.89,1701.47,1702.7,1695.97,21.38M,0.09
171,2021-04-22,1698.43,1698.62,1701.37,1693.07,52.76M,0.33
172,2021-04-21,1692.91,1691.69,1694.97,1684.35,55.53M,-0.29
173,2021-04-20,1697.88,1703.36,1709.17,1693.61,61.68M,-0.53
174,2021-04-19,1706.97,1708.57,1714.95,1703.96,73.24M,-0.24
175,2021-04-18,1711.0,1711.21,1713.41,1708.58,34.34M,0.81
176,2021-04-13,1697.27,1698.62,1701.65,1691.84,95.02M,0.07
177,2021-04-12,1696.07,1705.01,1705.01,1689.74,70.09M,-0.71
178,2021-04-11,1708.25,1703.09,1708.48,1701.67,39.76M,0.73
179,2021-04-08,1695.93,1689.41,1697.17,1689.41,56.11M,0.32
180,2021-04-07,1690.58,1686.48,1694.33,1682.74,53.45M,0.17
181,2021-04-06,1687.76,1692.92,1695.23,1685.29,57.48M,-0.25
182,2021-04-05,1692.01,1695.69,1702.73,1692.01,164.38M,-0.16
183,2021-04-04,1694.74,1685.09,1694.93,1685.09,30.69M,1.33
184,2021-04-01,1672.5,1665.41,1675.75,1665.26,29.10M,0.51
185,2021-03-31,1664.07,1662.18,1667.64,1656.41,35.79M,0.22
186,2021-03-30,1660.34,1661.34,1664.96,1656.2,30.09M,-0.39
187,2021-03-29,1666.8,1652.08,1667.03,1652.08,33.80M,1.85
188,2021-03-25,1636.56,1645.18,1651.76,1627.46,95.98M,-1.47
189,2021-03-24,1660.98,1653.93,1663.14,1651.16,61.24M,-0.44
190,2021-03-22,1668.37,1647.53,1668.37,1647.4,53.34M,1.16
191,2021-03-21,1649.22,1645.07,1650.96,1644.11,22.23M,-0.03
192,2021-03-18,1649.77,1652.6,1657.09,1644.59,118.03M,0.11
193,2021-03-17,1647.9,1665.13,1665.13,1643.24,70.37M,-1.27
194,2021-03-16,1669.09,1668.15,1674.28,1666.2,82.52M,0.51
195,2021-03-15,1660.65,1660.07,1664.91,1655.42,72.36M,0.05
196,2021-03-14,1659.77,1661.63,1666.35,1656.59,27.05M,0.31
197,2021-03-11,1654.69,1647.87,1654.69,1645.6,70.79M,1.22
198,2021-03-10,1634.67,1631.97,1641.85,1626.7,60.03M,0.21
199,2021-03-09,1631.21,1608.25,1631.49,1608.25,53.23M,1.36
200,2021-03-08,1609.34,1613.0,1613.07,1589.28,65.20M,-0.76
201,2021-03-07,1621.68,1615.51,1621.74,1613.26,50.17M,1.26
202,2021-03-04,1601.54,1606.19,1615.61,1598.87,119.93M,-0.81
203,2021-03-03,1614.67,1631.44,1635.35,1612.93,60.72M,-1.06
204,2021-03-02,1631.94,1626.52,1637.64,1624.15,69.62M,0.2
205,2021-03-01,1628.7,1617.95,1628.7,1617.47,102.30M,1.49
206,2021-02-28,1604.78,1583.92,1609.95,1583.3,39.59M,-0.2
207,2021-02-25,1608.04,1622.03,1626.38,1606.16,85.32M,-0.45
208,2021-02-24,1615.34,1611.17,1626.55,1605.16,104.75M,0.48
209,2021-02-23,1607.67,1644.45,1646.75,1597.72,97.39M,-2.43
210,2021-02-22,1647.71,1659.6,1659.6,1642.76,75.71M,-1.2
211,2021-02-21,1667.74,1653.19,1667.98,1653.19,26.82M,1.46
212,2021-02-18,1643.77,1659.64,1667.47,1643.77,59.08M,-1.28
213,2021-02-17,1665.07,1682.84,1682.84,1659.97,59.76M,-1.05
214,2021-02-16,1682.8,1686.85,1689.49,1678.19,70.89M,0.06
215,2021-02-15,1681.85,1668.68,1681.85,1665.74,82.54M,1.09
216,2021-02-14,1663.68,1670.9,1672.98,1662.51,28.62M,-0.02
217,2021-02-11,1664.01,1680.43,1681.42,1662.49,77.20M,-1.03
218,2021-02-10,1681.32,1687.38,1692.67,1681.31,99.70M,0.08
219,2021-02-09,1680.02,1671.58,1680.02,1669.57,65.97M,0.61
220,2021-02-08,1669.8,1676.62,1677.09,1662.55,72.33M,-0.12
221,2021-02-07,1671.79,1667.31,1675.88,1666.08,32.31M,1.28
222,2021-02-04,1650.62,1662.7,1662.7,1650.62,152.85M,-0.29
223,2021-02-03,1655.43,1666.98,1668.12,1655.41,46.63M,-0.29
224,2021-02-02,1660.29,1658.38,1668.02,1655.26,63.13M,0.97
225,2021-02-01,1644.26,1635.25,1646.22,1635.25,63.29M,1.24
226,2021-01-31,1624.13,1619.14,1625.23,1614.36,31.33M,-1.43
227,2021-01-28,1647.66,1622.43,1647.89,1612.77,113.21M,0.51
228,2021-01-27,1639.35,1649.04,1663.12,1630.85,83.25M,-0.48
229,2021-01-26,1647.22,1641.55,1652.18,1635.69,72.13M,-0.14
230,2021-01-25,1649.58,1647.07,1654.15,1633.37,72.26M,0.48
231,2021-01-24,1641.65,1665.13,1665.58,1641.65,38.65M,-1.26
232,2021-01-21,1662.61,1676.59,1681.84,1660.2,88.13M,-1.2
233,2021-01-20,1682.83,1667.85,1682.83,1667.85,75.59M,1.23
234,2021-01-19,1662.32,1664.17,1671.13,1658.91,77.64M,0.54
235,2021-01-18,1653.36,1642.25,1653.36,1639.86,51.83M,0.51
236,2021-01-17,1644.95,1647.01,1649.2,1639.74,36.83M,-0.24
237,2021-01-14,1648.9,1643.28,1653.4,1634.09,83.46M,0.43
238,2021-01-13,1641.77,1628.19,1641.77,1622.67,86.23M,0.92
239,2021-01-12,1626.74,1626.01,1643.27,1619.11,81.83M,0.39
240,2021-01-11,1620.35,1620.42,1622.63,1611.24,66.68M,-0.42
241,2021-01-10,1627.25,1613.44,1634.26,1613.44,63.60M,1.86
242,2021-01-07,1597.49,1574.47,1600.24,1574.47,128.80M,1.69
243,2021-01-06,1570.94,1559.96,1570.94,1546.68,72.15M,0.83
244,2021-01-05,1558.08,1559.76,1562.19,1549.32,71.47M,-0.64
245,2021-01-04,1568.18,1578.61,1579.12,1566.12,88.23M,-0.58
246,2021-01-03,1577.33,1576.1,1584.52,1568.68,77.72M,0.59
247,2020-12-31,1568.09,1562.17,1572.04,1559.74,97.95M,0.04
248,2020-12-30,1567.46,1547.86,1567.94,1547.86,122.99M,1.28
249,2020-12-29,1547.72,1558.08,1559.93,1546.71,123.00M,-0.53
250,2020-12-28,1555.95,1566.67,1570.59,1553.69,161.30M,-0.21
251,2020-12-27,1559.28,1539.79,1559.57,1539.22,44.25M,1.91
252,2020-12-24,1529.99,1518.72,1531.36,1511.9,75.34M,1.39
253,2020-12-23,1509.0,1507.66,1515.41,1505.02,41.75M,0.15
254,2020-12-22,1506.75,1490.76,1507.64,1488.25,50.35M,1.38
255,2020-12-21,1486.18,1505.79,1506.88,1475.57,96.03M,-2.19
256,2020-12-20,1519.39,1540.05,1540.54,1499.14,49.76M,-0.89
257,2020-12-17,1533.01,1538.11,1539.45,1530.95,83.22M,-0.01
258,2020-12-16,1533.23,1545.46,1550.3,1531.23,104.12M,-0.39
259,2020-12-15,1539.23,1544.89,1545.73,1534.06,127.48M,-0.71
260,2020-12-14,1550.21,1542.12,1550.22,1539.73,77.47M,0.9
261,2020-12-13,1536.42,1527.0,1536.42,1526.03,41.32M,1.0
262,2020-12-10,1521.14,1518.47,1523.4,1513.77,70.67M,-0.65
263,2020-12-09,1531.08,1522.77,1533.45,1522.77,61.62M,1.37
264,2020-12-08,1510.33,1514.1,1518.83,1506.07,51.96M,-0.27
265,2020-12-07,1514.43,1522.5,1523.58,1511.9,59.44M,-0.52
266,2020-12-06,1522.3,1513.72,1524.9,1513.72,37.03M,1.87
267,2020-12-03,1494.41,1485.02,1495.65,1485.02,101.54M,0.83
268,2020-12-02,1482.18,1503.58,1503.58,1479.33,79.22M,-1.75
269,2020-12-01,1508.61,1522.17,1523.17,1506.18,77.50M,-0.3
270,2020-11-30,1513.1,1520.14,1522.81,1512.43,130.56M,-1.15
271,2020-11-29,1530.76,1545.99,1551.41,1528.28,59.67M,-0.5
272,2020-11-26,1538.52,1536.61,1539.58,1528.09,147.33M,1.24
273,2020-11-25,1519.67,1532.45,1535.8,1516.2,89.29M,-0.53
274,2020-11-24,1527.75,1517.45,1527.75,1516.98,88.21M,1.13
275,2020-11-23,1510.61,1488.91,1510.61,1488.91,76.44M,1.94
276,2020-11-22,1481.93,1478.38,1484.63,1477.85,56.39M,0.38
277,2020-11-19,1476.35,1479.92,1480.38,1470.39,87.53M,-0.66
278,2020-11-18,1486.12,1475.8,1489.14,1474.25,88.91M,0.88
279,2020-11-17,1473.15,1478.57,1484.92,1466.63,87.67M,-0.36
280,2020-11-16,1478.46,1479.28,1493.35,1474.05,110.92M,0.66
281,2020-11-15,1468.78,1466.17,1473.82,1465.33,33.99M,0.58
282,2020-11-12,1460.29,1467.68,1468.32,1456.99,75.37M,-0.39
283,2020-11-11,1465.94,1459.89,1473.66,1459.89,77.45M,0.7
284,2020-11-10,1455.77,1458.42,1464.67,1448.94,96.88M,-0.63
285,2020-11-09,1465.06,1431.73,1492.29,1428.25,164.71M,2.97
286,2020-11-08,1422.74,1423.19,1425.35,1418.13,30.31M,0.48
287,2020-11-05,1416.01,1427.04,1429.32,1412.23,176.22M,0.38
288,2020-11-04,1410.66,1387.46,1411.17,1387.46,66.38M,1.08
289,2020-11-03,1395.53,1389.91,1397.83,1386.89,65.71M,0.43
290,2020-11-02,1389.5,1373.57,1389.5,1367.8,66.92M,1.35
291,2020-11-01,1370.98,1363.28,1374.54,1357.66,28.92M,-0.22
292,2020-10-29,1373.94,1368.99,1373.94,1350.19,87.05M,1.55
293,2020-10-28,1353.0,1379.32,1379.32,1350.16,69.94M,-2.52
294,2020-10-27,1388.02,1400.28,1401.85,1385.48,54.16M,-0.55
295,2020-10-26,1395.7,1403.52,1404.49,1395.7,58.99M,-1.13
296,2020-10-25,1411.63,1402.82,1412.6,1402.5,34.85M,1.25
297,2020-10-22,1394.26,1388.47,1398.58,1385.51,56.03M,-0.44
298,2020-10-21,1400.37,1406.54,1406.54,1395.13,46.29M,-0.3
299,2020-10-20,1404.55,1404.38,1409.9,1399.43,58.97M,-0.23
300,2020-10-19,1407.79,1414.46,1419.61,1405.84,60.09M,0.0
301,2020-10-18,1407.79,1404.19,1408.05,1402.93,27.18M,0.66
302,2020-10-15,1398.59,1403.43,1404.73,1395.21,99.99M,-1.08
303,2020-10-14,1413.84,1407.85,1419.8,1407.68,56.07M,0.52
304,2020-10-13,1406.55,1410.53,1415.46,1403.87,68.77M,-0.6
305,2020-10-12,1415.07,1410.74,1418.7,1406.55,76.80M,0.12
306,2020-10-11,1413.4,1420.96,1424.34,1410.53,42.82M,0.58
307,2020-10-08,1405.24,1401.38,1407.31,1401.16,57.99M,1.35
308,2020-10-07,1386.51,1391.77,1396.55,1383.66,72.22M,-0.11
309,2020-10-06,1388.09,1388.89,1394.1,1382.12,59.52M,0.26
310,2020-10-05,1384.54,1373.52,1387.34,1373.21,57.61M,1.14
311,2020-10-04,1368.94,1352.09,1373.74,1350.61,57.17M,0.99
312,2020-10-01,1355.52,1345.95,1359.25,1342.22,107.35M,0.75
313,2020-09-30,1345.44,1323.95,1347.04,1319.0,67.48M,1.06
314,2020-09-29,1331.27,1322.88,1333.11,1317.19,70.28M,2.05
315,2020-09-24,1304.54,1307.57,1315.61,1295.09,125.31M,-1.45
316,2020-09-23,1323.69,1347.35,1349.33,1322.24,114.47M,-1.57
317,2020-09-22,1344.86,1344.03,1354.95,1342.54,58.24M,0.2
318,2020-09-21,1342.2,1354.1,1358.93,1341.44,76.33M,-1.02
319,2020-09-17,1356.07,1346.72,1359.9,1340.01,149.21M,-0.66
320,2020-09-16,1365.08,1364.22,1371.71,1361.12,80.70M,-0.13
321,2020-09-15,1366.86,1363.44,1375.21,1361.49,60.28M,0.32
322,2020-09-14,1362.51,1352.01,1363.52,1351.1,64.40M,1.86
323,2020-09-13,1337.67,1323.92,1341.62,1312.88,42.20M,0.26
324,2020-09-10,1334.15,1346.29,1349.9,1324.86,87.39M,-1.38
325,2020-09-09,1352.81,1349.87,1360.17,1344.98,68.11M,-0.09
326,2020-09-08,1354.03,1379.48,1386.37,1342.44,65.02M,-1.53
327,2020-09-07,1375.12,1360.98,1381.22,1357.04,42.09M,0.3
328,2020-09-06,1371.06,1338.59,1372.29,1334.31,50.87M,0.16
329,2020-09-03,1368.93,1411.28,1414.44,1368.93,171.46M,-3.36
330,2020-09-02,1416.56,1429.52,1431.36,1414.44,58.07M,-0.4
331,2020-09-01,1422.26,1427.98,1431.37,1412.02,61.05M,-0.06
332,2020-08-31,1423.09,1439.58,1442.05,1418.67,67.45M,-0.96
333,2020-08-30,1436.86,1442.66,1444.81,1434.67,31.27M,-0.17
334,2020-08-27,1439.24,1453.33,1455.03,1438.0,89.93M,-1.03
335,2020-08-26,1454.15,1438.33,1457.16,1436.9,55.47M,0.94
336,2020-08-25,1440.64,1441.34,1448.95,1437.21,62.61M,0.23
337,2020-08-24,1437.38,1445.62,1449.08,1432.5,50.49M,-0.09
338,2020-08-23,1438.65,1422.66,1438.65,1421.84,32.25M,1.49
339,2020-08-20,1417.5,1426.59,1427.37,1413.79,63.02M,-1.51
340,2020-08-19,1439.17,1447.18,1452.46,1436.71,53.68M,-0.76
341,2020-08-18,1450.24,1459.16,1465.41,1449.28,54.91M,-0.52
342,2020-08-17,1457.89,1461.36,1463.16,1454.31,50.10M,0.0
343,2020-08-16,1457.86,1461.72,1465.24,1455.49,38.49M,1.36
344,2020-08-13,1438.37,1443.36,1445.97,1436.12,61.37M,-0.48
345,2020-08-12,1445.28,1429.52,1445.28,1427.69,62.10M,1.05
346,2020-08-11,1430.22,1418.39,1438.9,1418.06,85.43M,1.13
347,2020-08-10,1414.24,1418.97,1420.01,1412.4,76.55M,-0.09
348,2020-08-09,1415.57,1412.34,1417.23,1412.16,41.80M,0.04
349,2020-08-06,1415.02,1422.19,1423.33,1411.15,386.43M,-0.27
350,2020-08-05,1418.79,1404.13,1423.51,1404.08,93.78M,1.55
351,2020-08-04,1397.09,1398.91,1399.39,1387.05,89.73M,0.57
352,2020-08-03,1389.24,1385.2,1391.02,1382.89,66.62M,0.44
353,2020-08-02,1383.12,1387.31,1388.56,1379.61,53.63M,0.15
354,2020-07-29,1381.11,1378.96,1385.86,1375.12,113.22M,0.07
355,2020-07-28,1380.2,1381.49,1388.76,1378.43,64.64M,0.34
356,2020-07-27,1375.58,1378.57,1382.15,1366.3,95.34M,0.21
357,2020-07-26,1372.7,1369.89,1372.7,1361.74,59.85M,-1.15
358,2020-07-23,1388.65,1410.08,1411.19,1387.79,104.06M,-0.83
359,2020-07-22,1400.31,1403.5,1404.97,1394.2,102.31M,-0.49
360,2020-07-21,1407.14,1402.63,1419.36,1402.63,175.21M,1.48
361,2020-07-20,1386.58,1372.84,1387.73,1369.98,118.82M,0.84
362,2020-07-19,1374.97,1377.93,1387.51,1374.97,27.25M,-0.02
363,2020-07-16,1375.24,1382.83,1383.61,1374.19,82.31M,-0.77
364,2020-07-15,1385.86,1366.51,1388.21,1366.51,116.83M,2.72
365,2020-07-14,1349.11,1355.37,1356.3,1339.16,94.59M,-1.21
366,2020-07-13,1365.61,1358.78,1369.65,1358.61,160.40M,0.92
367,2020-07-12,1353.11,1346.01,1358.09,1339.05,54.21M,1.13
368,2020-07-09,1337.96,1344.19,1347.59,1333.36,140.80M,-0.24
369,2020-07-08,1341.23,1348.19,1351.46,1337.68,81.82M,-1.57
370,2020-07-07,1362.59,1372.22,1372.22,1347.91,73.54M,-0.57
371,2020-07-06,1370.45,1353.75,1373.95,1335.75,94.73M,2.09
372,2020-07-05,1342.42,1366.53,1366.53,1341.49,56.53M,-3.01
373,2020-07-02,1384.15,1362.7,1384.15,1360.48,161.24M,1.63
374,2020-07-01,1361.91,1332.47,1361.91,1332.43,92.96M,2.77
375,2020-06-30,1325.23,1312.9,1325.34,1311.54,93.61M,1.1
376,2020-06-29,1310.77,1300.06,1312.02,1296.07,68.61M,0.83
377,2020-06-28,1299.99,1319.06,1319.12,1299.99,51.57M,-3.04
378,2020-06-25,1340.71,1338.37,1348.82,1326.59,115.52M,-0.37
379,2020-06-24,1345.69,1375.38,1375.6,1345.69,185.94M,-2.17
380,2020-06-23,1375.55,1386.37,1394.95,1375.33,101.08M,-0.38
381,2020-06-22,1380.8,1385.94,1391.8,1369.0,122.45M,0.01
382,2020-06-21,1380.65,1389.99,1391.0,1370.12,64.20M,-1.89
383,2020-06-18,1407.31,1410.92,1415.76,1402.97,105.94M,-0.52
384,2020-06-17,1414.66,1422.21,1423.9,1414.66,88.44M,-0.62
385,2020-06-16,1423.5,1410.52,1429.87,1410.52,91.14M,2.39
386,2020-06-15,1390.25,1370.98,1395.05,1363.26,93.65M,-0.92
387,2020-06-14,1403.12,1393.0,1407.91,1380.49,53.79M,-0.43
388,2020-06-11,1409.24,1428.23,1428.23,1406.06,88.82M,-2.09
389,2020-06-10,1439.33,1445.41,1452.06,1439.12,75.65M,0.06
390,2020-06-09,1438.52,1442.6,1444.13,1424.91,90.12M,-0.06
391,2020-06-08,1439.34,1428.72,1442.14,1426.15,102.11M,1.92
392,2020-06-04,1412.25,1400.69,1413.21,1400.69,126.49M,0.37
393,2020-06-03,1407.02,1413.56,1415.57,1402.41,85.66M,-0.07
394,2020-06-02,1407.98,1406.72,1417.81,1398.78,83.80M,0.24
395,2020-06-01,1404.61,1399.62,1405.53,1381.79,95.34M,0.72
396,2020-05-31,1394.61,1417.64,1420.01,1390.92,53.13M,-1.44
397,2020-05-27,1415.01,1424.68,1428.03,1406.87,137.67M,-0.73
398,2020-05-26,1425.45,1444.31,1445.89,1421.9,89.60M,-0.33
399,2020-05-25,1430.22,1428.24,1434.16,1423.74,68.95M,0.52
400,2020-05-24,1422.78,1413.17,1423.2,1413.17,51.41M,1.16
401,2020-05-21,1406.53,1412.35,1413.15,1400.07,77.69M,-0.76
402,2020-05-20,1417.24,1404.11,1417.24,1401.61,56.89M,0.78
403,2020-05-19,1406.28,1414.23,1416.47,1398.05,62.63M,0.25
404,2020-05-18,1402.82,1389.65,1407.85,1387.65,70.00M,1.8
405,2020-05-17,1378.01,1365.15,1381.05,1365.15,48.92M,3.55
406,2020-05-14,1330.77,1376.56,1376.56,1327.79,103.78M,-4.58
407,2020-05-13,1394.58,1412.2,1412.2,1391.25,100.05M,-1.79
408,2020-05-12,1420.07,1427.06,1437.13,1413.37,96.50M,-0.64
409,2020-05-11,1429.25,1437.25,1439.16,1412.73,70.69M,-0.4
410,2020-05-10,1435.03,1428.97,1435.03,1426.24,46.15M,1.69
411,2020-05-07,1411.22,1400.35,1415.32,1400.35,144.52M,1.19
412,2020-05-06,1394.65,1398.09,1408.35,1390.91,70.12M,0.11
413,2020-05-05,1393.14,1377.34,1393.14,1376.95,85.30M,2.36
414,2020-05-04,1361.04,1378.3,1380.63,1350.65,77.74M,-1.19
415,2020-05-03,1377.45,1372.61,1381.76,1367.27,42.70M,-2.11
416,2020-04-30,1407.2,1440.99,1444.87,1402.79,139.39M,1.07
417,2020-04-27,1392.31,1388.46,1402.82,1382.89,87.39M,0.8
418,2020-04-26,1381.28,1360.56,1383.11,1358.66,61.97M,2.84
419,2020-04-23,1343.16,1332.74,1347.24,1331.0,159.37M,1.59
420,2020-04-22,1322.14,1323.8,1332.5,1316.44,94.34M,0.13
421,2020-04-21,1320.41,1347.93,1348.75,1313.91,112.51M,-2.18
422,2020-04-20,1349.87,1366.51,1366.51,1342.01,97.09M,-1.34
423,2020-04-19,1368.18,1339.06,1368.18,1337.72,74.82M,5.25
424,2020-04-16,1299.99,1324.77,1327.67,1292.37,146.88M,-1.57
425,2020-04-13,1320.74,1328.67,1329.96,1309.3,74.42M,-0.96
426,2020-04-12,1333.48,1346.6,1354.12,1328.39,83.33M,1.6
427,2020-04-07,1312.52,1294.22,1320.04,1293.75,162.60M,3.34
428,2020-04-06,1270.15,1245.65,1270.15,1234.52,130.29M,5.16
429,2020-04-05,1207.78,1239.68,1245.27,1207.78,82.77M,-2.05
430,2020-04-02,1233.0,1245.41,1256.68,1226.87,203.09M,-0.31
431,2020-04-01,1236.83,1243.15,1249.35,1227.6,106.24M,-3.14
432,2020-03-31,1276.88,1260.87,1287.65,1245.89,173.36M,2.67
433,2020-03-30,1243.69,1228.86,1245.02,1216.88,117.60M,2.16
434,2020-03-29,1217.43,1202.1,1221.52,1189.24,71.70M,-1.19
435,2020-03-26,1232.08,1186.75,1235.99,1179.38,233.49M,3.38
436,2020-03-25,1191.77,1209.59,1219.93,1166.26,156.73M,0.25
437,2020-03-24,1188.85,1149.62,1193.6,1147.28,129.94M,7.5
438,2020-03-23,1105.95,1089.58,1147.34,1076.65,132.38M,-0.85
439,2020-03-22,1115.46,1121.02,1122.01,1106.53,81.37M,-3.99
440,2020-03-19,1161.8,1106.61,1168.74,1102.47,164.08M,4.37
441,2020-03-18,1113.17,1142.25,1146.98,1113.17,127.37M,-6.48
442,2020-03-17,1190.32,1199.31,1199.31,1142.16,146.20M,1.73
443,2020-03-16,1170.06,1177.57,1177.57,1120.0,138.22M,-4.68
444,2020-03-15,1227.46,1203.67,1228.41,1182.59,87.35M,2.74
445,2020-03-12,1194.69,1196.17,1212.25,1155.81,228.97M,-6.24
446,2020-03-11,1274.15,1309.35,1351.38,1271.6,164.44M,-3.38
447,2020-03-09,1318.72,1318.97,1351.46,1285.68,208.43M,-6.63
448,2020-03-08,1412.32,1422.3,1439.7,1371.84,157.64M,-4.57
449,2020-03-05,1479.93,1509.95,1512.26,1466.8,177.15M,-1.92
450,2020-03-04,1508.84,1534.99,1536.07,1499.49,96.33M,-2.14
451,2020-03-03,1541.83,1561.34,1567.99,1537.97,91.11M,1.29
452,2020-03-01,1522.13,1531.7,1539.05,1509.1,70.69M,-1.32
453,2020-02-27,1542.55,1590.72,1591.0,1542.55,139.53M,-4.14
454,2020-02-26,1609.09,1591.28,1621.5,1573.31,95.39M,-0.03
455,2020-02-25,1609.53,1611.16,1620.23,1589.73,51.79M,0.78
456,2020-02-24,1597.06,1599.41,1603.96,1572.73,106.18M,-1.67
457,2020-02-23,1624.12,1634.79,1634.79,1619.4,45.46M,-2.57
458,2020-02-20,1666.96,1678.13,1681.57,1664.29,75.84M,-0.58
459,2020-02-19,1676.71,1663.72,1677.2,1662.1,49.60M,1.24
460,2020-02-18,1656.2,1651.99,1656.72,1648.03,46.56M,-0.75
461,2020-02-17,1668.74,1674.02,1678.62,1665.0,49.57M,-0.01
462,2020-02-16,1668.95,1662.11,1674.26,1662.02,25.21M,0.27
463,2020-02-13,1664.52,1678.0,1679.1,1657.28,63.57M,-1.16
464,2020-02-12,1684.12,1664.44,1684.12,1664.44,88.32M,1.18
465,2020-02-11,1664.54,1653.8,1665.32,1650.17,92.86M,1.24
466,2020-02-10,1644.09,1640.85,1644.58,1631.76,78.25M,0.43
467,2020-02-09,1637.0,1657.66,1657.73,1637.0,38.72M,-1.69
468,2020-02-06,1665.07,1673.96,1673.96,1662.65,270.39M,0.49
469,2020-02-05,1657.02,1633.45,1657.18,1630.8,91.73M,1.65
470,2020-02-04,1630.18,1614.32,1630.18,1614.32,117.06M,1.71
471,2020-02-03,1602.72,1591.16,1605.97,1578.95,105.05M,0.99
472,2020-02-02,1586.98,1608.67,1609.52,1570.36,76.67M,-2.96
473,2020-01-30,1635.45,1633.7,1636.74,1626.9,136.24M,-0.48
474,2020-01-29,1643.28,1640.53,1651.63,1638.97,72.42M,0.36
475,2020-01-28,1637.32,1643.19,1647.79,1630.28,89.14M,0.12
476,2020-01-27,1635.41,1652.61,1652.61,1629.33,93.22M,-1.58
477,2020-01-26,1661.73,1668.06,1668.6,1659.08,47.64M,-1.06
478,2020-01-23,1679.56,1680.5,1684.78,1675.64,79.14M,-0.17
479,2020-01-22,1682.44,1670.52,1683.91,1670.52,54.20M,1.11
480,2020-01-21,1663.97,1659.46,1665.35,1648.27,57.51M,0.11
481,2020-01-20,1662.07,1665.29,1666.4,1659.22,56.98M,-0.22
482,2020-01-19,1665.7,1661.38,1665.7,1659.54,41.36M,0.47
483,2020-01-16,1657.87,1648.89,1657.87,1648.34,47.81M,0.73
484,2020-01-15,1645.8,1638.34,1645.8,1637.07,76.40M,0.92
485,2020-01-14,1630.72,1628.45,1630.72,1623.57,75.17M,0.43
486,2020-01-13,1623.74,1623.43,1625.89,1618.41,82.15M,0.08
487,2020-01-12,1622.5,1623.78,1624.36,1619.43,37.23M,-0.07
488,2020-01-09,1623.66,1623.39,1628.24,1620.8,90.36M,0.12
489,2020-01-08,1621.66,1614.97,1622.39,1610.91,106.23M,0.32
490,2020-01-07,1616.49,1620.94,1622.01,1612.56,66.63M,-0.04
491,2020-01-06,1617.15,1622.82,1623.22,1605.96,62.18M,-0.46
492,2020-01-05,1624.61,1624.53,1626.04,1621.23,27.93M,-0.43
493,2020-01-02,1631.67,1624.05,1635.9,1624.05,145.57M,0.49
494,2020-01-01,1623.71,1619.73,1624.28,1619.65,49.77M,0.43
495,2019-12-31,1616.7,1606.3,1616.7,1606.3,107.87M,0.71
496,2019-12-30,1605.36,1611.26,1614.91,1605.17,113.57M,-0.28
497,2019-12-29,1609.9,1612.6,1614.64,1608.19,28.52M,-0.27
498,2019-12-26,1614.3,1616.66,1618.09,1611.64,174.43M,-0.2
499,2019-12-25,1617.47,1618.37,1624.94,1617.47,61.40M,-0.0
500,2019-12-24,1617.5,1612.89,1618.05,1610.8,48.82M,0.55
501,2019-12-23,1608.72,1613.02,1613.98,1602.39,74.84M,-0.26
502,2019-12-22,1612.98,1616.3,1616.89,1612.59,27.82M,0.37
503,2019-12-19,1606.98,1613.57,1616.78,1605.15,77.82M,-0.56
504,2019-12-18,1616.04,1616.12,1618.41,1613.4,66.25M,-0.02
505,2019-12-17,1616.34,1620.55,1621.25,1614.16,60.80M,-0.32
506,2019-12-16,1621.55,1619.95,1621.55,1615.45,77.60M,0.17
507,2019-12-15,1618.79,1619.71,1623.84,1617.32,28.49M,-0.12
508,2019-12-12,1620.67,1616.76,1620.67,1610.38,80.46M,0.1
509,2019-12-11,1619.12,1614.79,1619.12,1612.19,63.29M,0.18
510,2019-12-10,1616.15,1614.14,1616.15,1604.91,52.42M,0.06
511,2019-12-09,1615.23,1612.29,1615.23,1608.45,43.51M,0.12
512,2019-12-08,1613.26,1607.13,1613.26,1607.13,29.48M,0.92
513,2019-12-05,1598.58,1612.09,1612.09,1597.35,118.86M,-0.13
514,2019-12-04,1600.7,1591.46,1602.32,1589.68,58.74M,0.7
515,2019-12-03,1589.6,1608.83,1609.42,1585.35,58.20M,-1.09
516,2019-12-02,1607.06,1620.94,1621.9,1604.02,48.68M,-0.68
517,2019-12-01,1618.11,1623.71,1627.16,1614.9,25.87M,-0.45
518,2019-11-28,1625.5,1618.55,1625.5,1615.44,108.61M,0.48
