,Date,Rate,Open,High,Low,Volume,Change %
519,2019-11-27,1617.68,1615.77,1621.98,1614.51,49.86M,0.05
520,2019-11-26,1616.93,1613.58,1617.85,1612.59,89.25M,0.36
521,2019-11-25,1611.21,1595.17,1611.21,1595.17,62.37M,1.2
522,2019-11-24,1592.12,1590.01,1592.21,1588.38,21.17M,0.28
523,2019-11-21,1587.67,1593.09,1593.74,1586.21,42.17M,-0.33
524,2019-11-20,1592.93,1589.48,1593.32,1586.55,41.95M,-0.26
525,2019-11-19,1597.08,1592.66,1600.77,1590.65,50.72M,0.51
526,2019-11-18,1588.92,1593.85,1595.83,1585.59,61.53M,-0.21
527,2019-11-17,1592.25,1590.47,1592.89,1590.34,30.90M,0.84
528,2019-11-14,1578.98,1579.47,1580.56,1575.67,57.64M,0.51
529,2019-11-13,1570.94,1570.79,1572.51,1563.86,65.79M,0.12
530,2019-11-12,1569.13,1567.56,1569.9,1560.35,47.12M,-0.13
531,2019-11-11,1571.16,1578.43,1580.12,1569.23,68.49M,-0.71
532,2019-11-10,1582.46,1585.92,1587.96,1579.48,35.53M,-0.18
533,2019-11-07,1585.28,1587.63,1587.63,1580.87,150.08M,0.1
534,2019-11-06,1583.66,1589.15,1590.55,1583.55,54.02M,-0.46
535,2019-11-05,1590.91,1592.71,1594.4,1585.69,51.13M,0.03
536,2019-11-04,1590.36,1591.3,1597.19,1589.47,47.28M,-0.03
537,2019-11-03,1590.91,1585.52,1590.91,1584.57,31.11M,0.82
538,2019-10-31,1577.97,1577.24,1584.81,1571.77,83.41M,0.05
539,2019-10-30,1577.23,1582.18,1586.21,1575.65,35.59M,-0.45
540,2019-10-29,1584.38,1585.42,1587.95,1578.16,44.16M,-0.15
541,2019-10-28,1586.69,1581.37,1588.86,1580.95,46.97M,0.36
542,2019-10-27,1580.96,1577.92,1581.03,1576.58,22.04M,0.5
543,2019-10-24,1573.14,1580.39,1582.72,1569.86,76.68M,0.18
544,2019-10-23,1570.33,1573.09,1580.41,1569.13,70.34M,-0.42
545,2019-10-22,1576.97,1581.62,1582.58,1575.4,56.68M,0.4
546,2019-10-17,1570.71,1563.08,1572.23,1561.71,35.78M,0.09
547,2019-10-16,1569.27,1557.31,1569.27,1555.54,26.05M,1.08
548,2019-10-15,1552.54,1547.64,1552.54,1547.58,29.90M,1.13
549,2019-10-10,1535.18,1528.5,1535.18,1524.84,39.60M,0.17
550,2019-10-07,1532.61,1528.07,1532.61,1524.95,40.16M,0.12
551,2019-10-06,1530.72,1524.66,1530.72,1524.43,26.79M,1.46
552,2019-10-03,1508.71,1522.17,1522.17,1508.71,109.23M,-0.79
553,2019-10-02,1520.78,1528.53,1529.35,1516.46,54.87M,-0.77
554,2019-09-26,1532.56,1535.19,1535.99,1529.99,88.04M,0.79
555,2019-09-25,1520.49,1520.66,1522.98,1515.68,34.59M,-0.25
556,2019-09-24,1524.32,1521.24,1525.46,1520.38,42.65M,0.33
557,2019-09-23,1519.33,1523.31,1528.42,1517.89,44.37M,-0.07
558,2019-09-22,1520.33,1518.41,1520.33,1515.75,16.18M,-0.51
559,2019-09-19,1528.07,1523.38,1530.69,1521.32,72.72M,0.34
560,2019-09-18,1522.94,1513.9,1530.56,1513.55,48.72M,0.45
561,2019-09-16,1516.06,1513.02,1516.06,1506.59,40.49M,-0.04
562,2019-09-15,1516.69,1518.62,1520.45,1515.82,19.52M,-0.25
563,2019-09-12,1520.51,1519.61,1521.6,1515.74,71.69M,0.52
564,2019-09-11,1512.62,1501.15,1512.62,1501.02,70.25M,1.0
565,2019-09-10,1497.64,1493.05,1499.21,1490.49,84.38M,0.37
566,2019-09-09,1492.07,1489.25,1492.26,1483.97,44.33M,0.15
567,2019-09-08,1489.77,1492.33,1494.35,1489.77,25.89M,0.58
568,2019-09-05,1481.17,1485.52,1487.4,1478.1,127.28M,0.17
569,2019-09-04,1478.66,1475.71,1483.1,1475.71,58.17M,0.69
570,2019-09-03,1468.53,1478.1,1478.1,1467.05,51.97M,-0.7
571,2019-09-02,1478.81,1480.35,1486.13,1476.05,30.58M,-0.1
572,2019-09-01,1480.29,1478.99,1482.68,1478.38,22.16M,-0.01
573,2019-08-29,1480.5,1476.4,1480.5,1471.93,114.74M,1.36
574,2019-08-28,1460.66,1465.97,1467.28,1452.82,54.19M,-0.61
575,2019-08-27,1469.67,1475.8,1477.49,1464.31,49.94M,-0.12
576,2019-08-26,1471.46,1459.61,1475.85,1459.37,35.54M,0.8
577,2019-08-25,1459.73,1473.18,1473.18,1459.73,32.31M,-3.08
578,2019-08-22,1506.12,1495.2,1509.72,1495.2,45.83M,0.34
579,2019-08-21,1501.05,1490.35,1502.7,1490.35,35.55M,0.73
